"dataset_name","parameter","n_chains","n_draws_total","posterior_sd","spectral_variance","effective_sample_size","ess_per_draw","mcse_mean","mcse_over_posterior_sd","method"
"south_korea","beta_0",1,10000,0.00393448615737173,1.54801813225498e-05,9999.99999999996,0.999999999999996,3.93448615737174e-05,0.01,"coda::spectrum0.ar"
"south_korea","sigma2_w",1,10000,0.0101763793442187,0.000959204104108499,1079.63149984321,0.107963149984321,0.000309710203917872,0.030434223552586,"coda::spectrum0.ar"
"south_korea","eta",1,10000,0.0999679351409155,0.163226732499873,612.251921194714,0.0612251921194714,0.00404013282578523,0.0404142870420423,"coda::spectrum0.ar"
"south_korea","rho",1,10000,0.109879132656878,0.101555108964518,1188.85439802404,0.118885439802404,0.00318677123378064,0.0290025153705212,"coda::spectrum0.ar"
