"index","area_id","observed","expected","covariate_raw","covariate_std","fitted_values","risk_dagarbayes"
44,"27200",384,362.673881724023,23.1,0.752462678741989,383.728486818902,1.05805382233425
45,"27230",761,655.104316248647,20.54,-0.447370295197474,756.214275422774,1.15434176919047
46,"27260",651,729.376937183813,17.28,-1.97528259794851,670.775257978058,0.919655151927313
47,"27290",886,832.565837857054,21.28,-0.100543576168099,891.900863258914,1.07126766761723
48,"27710",428,320.679661847255,21.3,-0.0911698810591957,389.306966553619,1.21400579104718
49,"28110",222,202.059232435338,22.44,0.443130740148222,217.641060031069,1.0771151479095
50,"28140",168,151.064296718828,24.36,1.34300547060282,162.95488417082,1.07871209617534
51,"28177",779,727.292117337499,28.06,3.0771390657497,777.845542853498,1.06950910687863
52,"28185",328,389.43331417384,19.4,-0.98167091640489,346.238432511475,0.889082725873106
53,"28200",767,724.10545148662,23.5,0.93993658092003,758.818617504073,1.04793937947323
54,"28237",828,800.374708657203,21.84,0.161919886881159,832.225636032218,1.03979501979573
55,"28245",477,418.238946485991,23.96,1.15553156842478,460.136134099727,1.1001752418462
56,"28260",599,600.223215911601,21.3,-0.0911698810591974,609.581323270431,1.01559104531573
57,"29110",212,240.578308103133,20.06,-0.672338977811124,228.95568063625,0.951688797055216
58,"29140",473,449.821073241165,20.12,-0.644217892484417,471.627917803484,1.04847893053385
59,"29155",382,396.128208783294,19.66,-0.859812879989166,391.970290940305,0.989503605775109
60,"29170",692,682.146714602623,20.06,-0.672338977811122,689.986918007894,1.01149342690866
61,"29200",491,417.714305732661,21.08,-0.194280527257118,466.977800926316,1.11793585835479
62,"30110",442,450.721768919203,22.78,0.602483556999556,458.232299865471,1.01666334191996
63,"30140",523,488.642975768108,21.96,0.218162057534572,512.690486327645,1.04921284404372
64,"30170",626,661.458997310519,21.72,0.105677716227746,631.519574872271,0.954737296552044
65,"30200",317,364.260763033984,16.66,-2.26586714632447,335.111741121298,0.91997759607733
66,"30230",292,299.587903531965,23.14,0.771210068959791,298.2666036645,0.99558960875293
67,"31110",358,340.182403667271,21.52,0.011940765138728,362.577861633393,1.06583367547731
68,"31140",418,406.402931365798,19.4,-0.981670916404892,427.410077910582,1.05169044050491
69,"31170",218,199.202397930862,22.34,0.396262264603711,215.023712706591,1.07942331488008
70,"31200",217,188.891552701177,20.06,-0.672338977811122,212.508262210398,1.12502787536816
71,"31710",429,345.041136653605,21.08,-0.194280527257118,403.633043626197,1.16981136667021
72,"36110",394,332.007807982646,17.44,-1.90029303707729,375.434578419189,1.13080044924369
73,"41111",395,405.88448230514,20.62,-0.409875514761865,394.517236424244,0.971993888959888
74,"41113",408,431.175764160673,22.78,0.602483556999558,414.598541855163,0.961553445987903
75,"41115",325,299.885304286839,22.2,0.330646398841396,312.161667570319,1.04093686188683
76,"41117",272,283.929990549062,17.16,-2.03152476860192,262.321771595985,0.923895961425944
77,"41131",369,372.289129623891,25.08,1.68045849452329,377.283426419861,1.01341510239908
78,"41133",436,364.912853514333,24.64,1.47423720212745,415.238153905042,1.13791046247356
79,"41135",503,700.639702214242,15.24,-2.93139949905652,529.987178546165,0.75643326644385
80,"41150",713,716.88173639922,22.86,0.639978337435165,713.306668709517,0.995013030032458
81,"41171",384,401.109596255408,20.9,-0.278643783237238,376.185787982519,0.937862847197955
82,"41173",357,428.137929799826,18.08,-1.60033479359243,363.350864270026,0.848677117768819
83,"41190",1163,1170.81379148592,20.8,-0.325512258781747,1159.18679441081,0.990069302941544
84,"41210",474,469.658910127328,19.2,-1.07540786749391,461.058960730926,0.981688946571737
85,"41220",746,698.472354760935,22.34,0.396262264603711,740.228931488885,1.05978271930639
86,"41250",201,201.504165476356,26.76,2.46784888367106,207.14139982114,1.027975770781
87,"41271",464,454.355534310381,24.76,1.53047937278086,455.787401286545,1.00315142408981
88,"41273",347,355.183515114996,24.2,1.2680159097316,348.923593445797,0.982375528697687
89,"41281",679,718.163534926118,22.82,0.62123094721736,672.687718406001,0.93667763077835
90,"41285",371,415.576571071116,18.88,-1.22538698923634,376.687961279786,0.906422516334121
91,"41287",336,428.25575218603,19.14,-1.10352895282062,354.972493181984,0.828879685491739
92,"41290",69,100.317785230907,13.92,-3.55006337624405,75.8339469544357,0.755937212727383
93,"41310",276,277.28041240325,19.02,-1.15977112347403,266.252399003006,0.960227939273958
94,"41360",953,1009.04777267516,22.28,0.368141179277005,958.553232135927,0.949958226055674
95,"41370",227,221.556786936989,22.92,0.668099422761869,227.922995646802,1.0287339819187
96,"41390",458,464.708692100272,23.68,1.02429983690015,457.848953796328,0.985238627078524
97,"41410",342,396.604666305987,19.98,-0.709833758246731,346.526519026846,0.873732833893323
98,"41430",193,235.422198221016,19.38,-0.991044611513794,197.450093332291,0.838706353200066
99,"41450",277,313.958069337963,18.6,-1.35661872076097,271.781511082238,0.865661811640448
100,"41461",423,381.342148906507,23.96,1.15553156842478,408.875612958881,1.07220147086108
101,"41463",438,570.829017204893,16.88,-2.16275650012655,453.257582057108,0.79403388474629
102,"41465",350,509.70942758229,16.32,-2.42521996317581,376.221281520715,0.738109324964321
103,"41480",722,689.466855928095,22.62,0.527493996128338,703.854312278336,1.0208675097672
104,"41500",355,343.777235608159,24.22,1.2773896048405,354.012586086871,1.02977320607225
105,"41550",365,352.47734992695,22.38,0.415009654821516,366.787041665298,1.04059747879208
106,"41570",485,550.763549026932,20,-0.700460063137829,494.162533591797,0.897231733045632
107,"41590",722,745.408720860609,21.22,-0.128664661494803,726.609016335682,0.974779333808677
108,"41610",423,490.612881178944,23.82,1.08991570266246,456.661821740794,0.930798679079592
109,"41630",343,362.847206826908,22.62,0.527493996128338,349.713447160401,0.963803608187146
110,"41650",374,327.764086676318,24.92,1.60546893365207,349.602438754181,1.06662826394226
111,"41670",271,263.364540657562,21.8,0.143172496663356,271.159778413126,1.02959866098945
112,"41800",138,129.046329211206,24.46,1.38987394614733,133.148174453128,1.03178583433557
113,"41820",179,179.448052565166,22.54,0.489999215692731,179.685775295599,1.00132474399713
114,"41830",318,312.608580148514,21.36,-0.0630487957324902,315.727005807413,1.00997549605778
115,"42110",510,556.96520009153,22.18,0.321272703732494,525.016035073902,0.942637053423845
116,"42130",642,578.160282248186,24.28,1.30551069016721,628.1859810652,1.08652565794123
117,"42150",518,483.443655267153,22.12,0.293151618405787,519.492513454262,1.07456682447759
118,"42170",215,192.74526226249,21.98,0.227535752643472,210.467379316165,1.09194579854077
119,"42190",133,107.023559245245,25.3,1.78356914072121,122.392377732593,1.14360219932632
120,"42210",186,164.752882258091,23.76,1.06179461733576,181.660742055272,1.10262557817164
121,"42230",187,180.56309775963,23.64,1.00555244668234,194.292828153674,1.07603840742875
122,"42720",208,201.238431919571,23.28,0.836825934722108,206.82100198247,1.02774107316206
123,"42730",164,151.360654020027,23.3,0.846199629831009,160.667145472001,1.06148553937104
124,"42750",141,125.057194460687,23.7,1.03367353200905,139.060299016629,1.11197360228918
125,"42760",134,127.688240839564,23.2,0.799331154286499,136.590341871074,1.06971746946295
126,"42770",131,109.130109741482,25.28,1.77419544561231,124.008939670175,1.1363402819253
127,"42780",111,113.104081424926,22.3,0.377514874385907,115.102770779335,1.01767123988126
128,"42790",56,62.6359692686259,21.26,-0.109917271276999,62.0132864762691,0.990058702697067
129,"42800",64,53.6148924764447,21.06,-0.20365422236602,55.504818788707,1.03525002522559
130,"42810",82,75.5216756658265,24.38,1.35237916571172,79.2897584453754,1.04989405685624
131,"42820",97,88.4957392096477,23.38,0.883694410266619,95.7056723027964,1.08147209297917
132,"42830",106,89.0052128024749,23.02,0.71496789830638,98.1791731603691,1.10307216924759
133,"43111",319,310.372038850312,21.52,0.011940765138728,328.429646327478,1.05818052278181
134,"43112",335,322.422942103823,20.1,-0.653591587593319,339.324885757044,1.05242165319544
135,"43113",370,320.003558769367,21.98,0.227535752643474,363.13709493379,1.13479080148453
136,"43114",314,267.836793680741,22.54,0.489999215692731,304.646544067663,1.13743350897039
137,"43130",472,457.605426340325,24.58,1.44611611680074,476.969502087891,1.04231609730337
138,"43150",293,314.904288836779,24.02,1.18365265375148,318.335724412311,1.01089675719631
139,"43720",145,130.436071965046,23.14,0.771210068959795,145.046518876906,1.11201231907516
140,"43730",200,168.058509728365,21.46,-0.0161803201879792,192.297690205405,1.14423060466392
141,"43740",193,171.544291711342,22.34,0.396262264603711,194.328857407235,1.1328203082049
142,"43745",91,69.5097701328233,23.8,1.08054200755356,81.1223429953075,1.16706389390001
143,"43750",156,150.046638390098,25.28,1.77419544561231,162.236633847998,1.0812413766059
144,"43760",168,146.43609722778,21.7,0.0963040211188463,167.280149240773,1.14234230772055
145,"43770",256,223.447040115093,25.34,1.80231653093902,248.388801399299,1.11162269713378
146,"43800",129,98.9966106871831,24.12,1.23052112929599,114.685272715673,1.15847675914951
147,"44131",441,406.56158621038,23.9,1.12741048309807,444.053478363137,1.09221700579788
148,"44133",402,377.886743468332,23.9,1.12741048309807,404.146550236268,1.06949120926264
149,"44150",323,314.057646525501,21.02,-0.222401612583825,319.156932042696,1.0162367819208
150,"44180",332,285.963264555055,23.76,1.06179461733576,319.802674885739,1.1183348161287
151,"44200",496,461.622193824858,22.08,0.274404228187983,494.439115636721,1.07109043336923
152,"44210",355,363.218813272259,22.74,0.583736166781751,362.405266355321,0.997760174068055
153,"44230",362,355.778602025844,23.84,1.09928939777136,352.529376154227,0.990867281356679
154,"44250",39,53.1717446359217,17.04,-2.08776693925533,47.9611483617223,0.902004414000755
155,"44270",375,359.45579589095,23.44,0.911815495593324,375.16686303854,1.04370792550068
156,"44710",186,181.729859552742,21.52,0.0119407651387263,190.258843906911,1.04693221232416
157,"44760",240,264.007149098379,21.34,-0.072422490841392,255.422237606297,0.967482276440615
158,"44770",258,219.665008124534,22.06,0.265030533079081,245.942580597142,1.11962566408261
159,"44790",116,132.373095254951,21.88,0.180667277098965,129.416897980741,0.977667687920143
160,"44800",290,270.160542921581,20.82,-0.316138563672845,284.993974599634,1.05490598855644
161,"44810",289,280.429685176089,21.5,0.00256707002982612,288.667230141558,1.02937472529093
162,"44825",220,207.040809753668,22.74,0.583736166781753,216.029086548808,1.04341306820541
163,"45111",542,576.533843648668,19.42,-0.97229722129599,543.52987540865,0.942754499837948
164,"45113",440,467.545802720661,19.42,-0.97229722129599,438.244979711614,0.937330582718218
165,"45130",563,531.440506110131,21.06,-0.203654222366023,555.284739509914,1.04486717351357
166,"45140",589,610.30017237205,21.28,-0.100543576168099,588.57805732592,0.964407489905004
167,"45180",357,341.746120266194,22.46,0.452504435257123,354.627193468331,1.03769193690364
168,"45190",265,255.759818580185,20.88,-0.288017478346138,269.627168006732,1.05422020356258
169,"45210",278,302.29156549886,21.78,0.133798801554454,284.867288830678,0.942359368712695
170,"45710",204,236.232251619589,21.24,-0.119290966385903,221.337271909012,0.936947730005285
171,"45720",115,101.516970619522,20.04,-0.681712672920026,106.622071339209,1.05028815072527
172,"45730",108,93.6666891595025,19.06,-1.14102373325623,101.905048989221,1.08795399841335
173,"45740",91,85.7594771359174,21.26,-0.109917271277001,90.2297424831173,1.05212561336067
174,"45750",123,118.730659548054,20.1,-0.653591587593319,122.816367792459,1.03441156867111
175,"45770",133,110.991572039738,20.58,-0.428622904979671,119.703093812717,1.07848813754849
176,"45790",250,212.885489605836,21.56,0.03068815535653,238.548992337968,1.12055073729848
177,"45800",194,195.784842389522,21.78,0.133798801554454,199.018605989384,1.01651692521441
178,"46110",458,393.019761694798,22.32,0.386888569494809,447.665681284401,1.1390411498749
179,"46130",566,572.516168280986,22.04,0.255656837970179,565.747751153772,0.988177771210312
180,"46150",430,489.656928525426,20.2,-0.606723112048809,450.070359630532,0.919154480231482
181,"46170",275,283.242880653463,20.48,-0.47549138052418,287.948439088548,1.01661315696348
182,"46230",226,227.801811684594,20.98,-0.241149002801629,224.383151404609,0.984992831028411
183,"46710",132,163.079439579472,19.22,-1.06603417238501,153.244887111254,0.939694712628536
184,"46720",135,120.468801579177,20.76,-0.344259648999551,126.909667579227,1.05346501264742
185,"46730",118,99.3432225258438,21.58,0.0400618504654335,104.315430434949,1.05005080148081
186,"46770",301,302.668612661928,16.36,-2.406472572958,302.913205715837,1.00080812163428
187,"46780",157,182.603700879542,22.56,0.499372910801633,167.434517120102,0.91692838816314
188,"46790",205,187.16334912788,22.12,0.293151618405787,188.154707342159,1.00529675397934
189,"46800",149,151.88783383438,20.18,-0.616096807157711,150.874210503004,0.993326500840868
190,"46810",147,137.488604746929,19.96,-0.719207453355633,147.858603413903,1.07542442288989
191,"46820",306,252.667702439249,22.68,0.555615081455045,295.331813426182,1.16885462833221
192,"46830",184,163.059179302902,22.18,0.321272703732494,178.58793906635,1.09523388888522
193,"46840",212,191.130088669557,19.44,-0.962923526187086,209.578362233997,1.09652207924381
194,"46860",154,133.513451232125,20.44,-0.494238770741985,147.753591090627,1.10665696772188
195,"46870",207,173.652826078097,22.72,0.574362471672851,198.268259436947,1.14175083650974
196,"46880",138,152.281718107817,20.62,-0.409875514761867,157.43361919184,1.03383138270331
197,"46900",143,114.844213432239,22.9,0.658725727652967,128.260294856536,1.11681982943104
198,"46910",159,162.961366639436,23.76,1.06179461733576,167.093594529453,1.02535710135004
199,"47111",454,408.570716894267,22.38,0.415009654821516,447.108637430675,1.0943237460319
200,"47113",506,475.445025157653,21.96,0.21816205753457,510.762506826481,1.07428299761285
201,"47130",685,601.280307152125,22.2,0.330646398841396,685.655118262073,1.14032525280859
202,"47150",401,357.269028146267,22,0.236909447752376,397.934242062241,1.11382238792702
203,"47170",479,437.222143693938,20.84,-0.306764868563943,475.38697984829,1.08728934868648
204,"47190",484,442.071345966046,19.86,-0.766075928900144,485.210619676911,1.09758441505996
205,"47210",309,310.424180801027,22.06,0.265030533079081,326.707399792851,1.0524547377392
206,"47230",400,307.381045267225,24.4,1.36175286082062,373.873365068531,1.21631886814459
207,"47250",420,342.363921075507,21.72,0.105677716227746,412.4828804282,1.20480826114043
208,"47280",293,234.367300831743,23.12,0.76183637385089,279.207960040837,1.19132643099084
209,"47290",464,460.395071222454,22.68,0.555615081455045,484.439628715513,1.05222592289969
210,"47720",120,108.024475471563,24.22,1.2773896048405,123.56601174521,1.14387050902865
211,"47730",296,245.349669322313,25,1.64296371408769,291.452521738436,1.18790672326343
212,"47750",138,106.237786280595,21.16,-0.15678574682151,126.629899660933,1.19194783790467
213,"47760",88,71.615876455316,21.04,-0.213027917474923,81.9349718828705,1.1440894943734
214,"47770",154,151.326768839841,19.18,-1.08478156260281,163.836025145178,1.08266386972537
215,"47820",184,173.826966765,21.18,-0.147412051712609,198.249878180942,1.14050128050016
216,"47830",110,111.351859949826,24.88,1.58672154343427,116.183630993241,1.04339192040071
217,"47840",181,154.144996926009,23.74,1.05242092222685,173.624407929494,1.12637069896492
218,"47850",211,201.235265139955,25.38,1.82106392115682,222.863060743333,1.10747517632328
219,"47900",240,189.753945331716,20.12,-0.644217892484418,229.350652003899,1.20867395722899
220,"47920",164,135.304617956853,24.52,1.41799503147403,155.41720213962,1.14864669429967
221,"47930",168,155.291721915675,19.34,-1.0097920017316,170.794701196113,1.09983133092475
222,"48121",352,342.856016221249,20.22,-0.597349416939907,355.419316139594,1.03664307850511
223,"48123",185,209.593707809177,20.22,-0.597349416939907,198.830705940968,0.948648258668107
224,"48125",422,376.020610860162,20.22,-0.597349416939907,420.001876087985,1.11696503850471
225,"48127",376,334.324388523939,20.22,-0.597349416939907,372.416854485667,1.11393863944509
226,"48129",287,280.957236303525,20.22,-0.597349416939907,283.339616953038,1.00847951339804
227,"48170",659,612.332629788314,18,-1.63782957402804,665.698200392773,1.08715127695042
228,"48220",340,258.569361080185,24.1,1.22114743418709,320.359277597552,1.23896843871694
229,"48240",317,257.612156914229,20.82,-0.316138563672845,305.474972448602,1.1857940871568
230,"48250",661,636.512109957273,21.08,-0.194280527257118,650.551725899066,1.02205710735454
231,"48270",366,308.097350066494,21.28,-0.100543576168099,351.3830691844,1.14049364302732
232,"48330",437,466.481478804045,22.84,0.63060464232626,463.494820220561,0.993597476600483
233,"48720",129,113.955825081483,21.52,0.0119407651387263,124.037608639985,1.08847098032323
234,"48730",207,172.319622153805,21.36,-0.0630487957324885,196.999096906632,1.14321917866555
235,"48740",243,205.453905626508,22.12,0.293151618405789,237.884396790814,1.15784801493753
236,"48820",225,176.427287752567,23.2,0.799331154286499,216.761697509706,1.22861775109135
237,"48850",187,177.135615407664,19.64,-0.869186575098068,188.184373542912,1.06237457165133
238,"48860",140,141.706413840503,18.24,-1.52534523272121,145.832354677138,1.02911611919894
239,"48870",156,147.385500295257,21.02,-0.222401612583825,154.058158681064,1.04527350636555
240,"48880",182,191.950376261057,21.36,-0.0630487957324885,198.680384336736,1.0350611872025
241,"48890",215,199.25789004063,22.52,0.480625520583829,217.334726933585,1.09072080854248
