"from_index","to_index","from_id","to_id","edge_dissimilarity","boundary_prob","w_posterior","boundary_median"
200,214,"47113","47770",1.30294362013738,0.00490000000000002,1,0
212,214,"47750","47770",0.927995815781303,0,1,0
213,214,"47760","47770",0.871753645127891,0,1,0
48,215,"27710","47820",0.0562421706534128,0,1,0
71,215,"31710","47820",0.0468684755445093,0,1,0
201,215,"47130","47820",0.478058450554004,0,1,0
206,215,"47230","47820",1.50916491253323,0.1219,1,0
209,215,"47290","47820",0.703027133167654,0,1,0
47,216,"27290","47830",1.68726511960237,0.3878,1,0
48,216,"27710","47830",1.67789142449347,0.3837,1,0
48,217,"27710","47840",1.14359080328605,0,1,0
202,217,"47150","47840",0.815511474474478,0,1,0
216,217,"47830","47840",0.534300621207417,0,1,0
42,218,"27140","47850",1.76225468047359,0.437,1,0
45,218,"27230","47850",2.2684342163543,0.525,0,1
48,218,"27710","47850",1.91223380221602,0.4919,1,0
202,218,"47150","47850",1.58415447340445,0.239,1,0
204,218,"47190","47850",2.58713985005697,0.6067,0,1
210,218,"47720","47850",0.543674316316322,0,1,0
217,218,"47840","47850",0.76864299892997,0,1,0
146,219,"43800","47900",1.87473902178041,0.4831,1,0
203,219,"47170","47900",0.337453023920475,0,1,0
205,219,"47210","47900",0.9092484255635,0,1,0
207,219,"47250","47900",0.749895608712165,0,1,0
208,219,"47280","47900",1.40605426633531,0.0597,1,0
211,219,"47730","47900",2.2871816065721,0.5265,0,1
119,220,"42190","47920",0.36557410924718,0,1,0
121,220,"42230","47920",0.412442584791691,0,1,0
124,220,"42750","47920",0.384321499464984,0,1,0
203,220,"47170","47920",1.72475990003798,0.4156,1,0
205,220,"47210","47920",1.15296449839495,0,1,0
213,220,"47760","47920",1.63102294894896,0.3388,1,0
121,221,"42230","47930",2.01534444841394,0.5055,0,1
213,221,"47760","47930",0.796764084256674,0,1,0
214,221,"47770","47930",0.0749895608712163,0,1,0
220,221,"47920","47930",2.42778703320563,0.5397,0,1
222,223,"48121","48123",0,0,1,0
222,225,"48121","48127",0,0,1,0
224,225,"48125","48127",0,0,1,0
36,226,"26440","48129",0.346826719029377,0,1,0
223,226,"48123","48129",0,0,1,0
224,227,"48125","48170",1.04048015708813,0,1,0
227,229,"48170","48240",1.32169101035519,0.00609999999999999,1,0
32,230,"26320","48250",0.806137779365579,0,1,0
36,230,"26440","48250",0.0562421706534128,0,1,0
222,230,"48121","48250",0.40306888968279,0,1,0
223,230,"48123","48250",0.40306888968279,0,1,0
226,230,"48129","48250",0.40306888968279,0,1,0
71,231,"31710","48270",0.0937369510890185,0,1,0
215,231,"47820","48270",0.0468684755445093,0,1,0
222,231,"48121","48270",0.496805840771808,0,1,0
230,231,"48250","48270",0.0937369510890185,0,1,0
32,232,"26320","48330",1.63102294894896,0.3388,1,0
35,232,"26410","48330",1.34043840057299,0.0144,1,0
40,232,"26710","48330",0.899874730454594,0,1,0
71,232,"31710","48330",0.824885169583378,0,1,0
230,232,"48250","48330",0.824885169583378,0,1,0
231,232,"48270","48330",0.73114821849436,0,1,0
227,233,"48170","48720",1.64977033916676,0.3554,1,0
222,234,"48121","48730",0.534300621207419,0,1,0
224,234,"48125","48730",0.534300621207419,0,1,0
225,234,"48127","48730",0.534300621207419,0,1,0
227,234,"48170","48730",1.57478077829555,0.2198,1,0
233,234,"48720","48730",0.0749895608712148,0,1,0
48,235,"27710","48740",0.384321499464984,0,1,0
215,235,"47820","48740",0.440563670118397,0,1,0
216,235,"47830","48740",1.29356992502848,0.00429999999999997,1,0
222,235,"48121","48740",0.890501035345696,0,1,0
231,235,"48270","48740",0.393695194573888,0,1,0
234,235,"48730","48740",0.356200414138277,0,1,0
224,236,"48125","48820",1.39668057122641,0.0526,1,0
227,236,"48170","48820",2.43716072831453,0.5407,0,1
228,236,"48220","48820",0.421816279900593,0,1,0
229,236,"48240","48820",1.11546971795934,0,1,0
168,237,"45190","48850",0.58116909675193,0,1,0
182,237,"46230","48850",0.628037572296439,0,1,0
185,237,"46730","48850",0.909248425563501,0,1,0
227,237,"48170","48850",0.768642998929969,0,1,0
229,237,"48240","48850",0.553048011425223,0,1,0
227,238,"48170","48860",0.112484341306825,0,1,0
233,238,"48720","48860",1.53728599785994,0.1407,1,0
237,238,"48850","48860",0.656158657623143,0,1,0
168,239,"45190","48870",0.0656158657623129,0,1,0
173,239,"45740","48870",0.112484341306824,0,1,0
237,239,"48850","48870",0.646784962514243,0,1,0
238,239,"48860","48870",1.30294362013739,0.00490000000000002,1,0
172,240,"45730","48880",1.07797493752374,0,1,0
173,240,"45740","48880",0.0468684755445126,0,1,0
202,240,"47150","48880",0.299958243484864,0,1,0
217,240,"47840","48880",1.11546971795934,0,1,0
238,240,"48860","48880",1.46229643698872,0.0962,1,0
239,240,"48870","48880",0.159352816851337,0,1,0
216,241,"47830","48890",1.10609602285044,0,1,0
217,241,"47840","48890",0.571795401643025,0,1,0
233,241,"48720","48890",0.468684755445103,0,1,0
235,241,"48740","48890",0.18747390217804,0,1,0
238,241,"48860","48890",2.00597075330504,0.504,0,1
240,241,"48880","48890",0.543674316316317,0,1,0
