metric,value
boundary_prob_correlation,0.844522177224842
boundary_prob_mae,0.12292079136690649
abi_prob_vs_dissimilarity_corr,0.9447707002588379
dagarbayes_prob_vs_dissimilarity_corr,0.8629055842407056
median_boundary_count_abi,32.0
median_boundary_count_dagarbayes,24.0
median_boundary_overlap,24.0
median_boundary_jaccard,0.75
