"dataset_name","n_iter","burnin","thin","n_adapt","n_saved_draws","elapsed_sec","seconds_per_saved_draw","seconds_per_1000_saved_draws","seed","z_median_adjacent","M_real","alpha_max","threshold"
"california",300000,100000,20,100000,10000,12.24,0.001224,1.224,2026082203,0.703908376878757,0.984712206134482,0.984712206134482,0.693147180559945
