"dataset_name","parameter","n_chains","n_draws_total","posterior_sd","spectral_variance","effective_sample_size","ess_per_draw","mcse_mean","mcse_over_posterior_sd","method"
"california","beta_0",1,10000,0.00974175996104109,0.000418101258304949,2269.83022063342,0.226983022063342,0.000204475245031018,0.0209895589553375,"coda::spectrum0.ar"
"california","sigma2_w",1,10000,0.0428470394579762,0.00814997037133264,2252.60793189016,0.225260793189016,0.000902771863281784,0.021069643893768,"coda::spectrum0.ar"
"california","eta",1,10000,0.178269577456718,0.635790361938807,499.850959515734,0.0499850959515734,0.0079736463549546,0.0447280263335482,"coda::spectrum0.ar"
"california","rho",1,10000,0.166499161195655,0.0890006166166205,3114.80658592198,0.311480658592198,0.0029832971125354,0.0179177906429793,"coda::spectrum0.ar"
