experiment,label,batch_index,N,elapsed_sec,datasets_in_batch,num_samples_requested,seconds_per_dataset,seconds_per_1000_draws_per_dataset
02_ablate_graph_topology_features,No graph topology features,66,106,1.7451109999092296,50,1000,0.03490221999818459,0.03490221999818459
02_ablate_graph_topology_features,No graph topology features,67,107,1.7539689999539405,50,1000,0.035079379999078814,0.035079379999078814
02_ablate_graph_topology_features,No graph topology features,68,108,1.8042002000147477,50,1000,0.036084004000294954,0.036084004000294954
02_ablate_graph_topology_features,No graph topology features,69,109,1.8146263000089675,50,1000,0.03629252600017935,0.03629252600017935
02_ablate_graph_topology_features,No graph topology features,70,110,1.8470591999357566,50,1000,0.036941183998715134,0.036941183998715134
02_ablate_graph_topology_features,No graph topology features,71,111,1.8411968000000343,50,1000,0.03682393600000069,0.03682393600000069
02_ablate_graph_topology_features,No graph topology features,72,112,1.8465851000510156,50,1000,0.03693170200102031,0.03693170200102031
02_ablate_graph_topology_features,No graph topology features,73,113,1.8755980000132695,50,1000,0.03751196000026539,0.03751196000026539
02_ablate_graph_topology_features,No graph topology features,74,114,1.7952438000356779,50,1000,0.035904876000713556,0.035904876000713556
02_ablate_graph_topology_features,No graph topology features,75,115,1.8218954999465495,50,1000,0.03643790999893099,0.03643790999893099
02_ablate_graph_topology_features,No graph topology features,76,116,1.767034300020896,50,1000,0.03534068600041792,0.03534068600041792
02_ablate_graph_topology_features,No graph topology features,77,117,1.7575572000350803,50,1000,0.03515114400070161,0.03515114400070161
02_ablate_graph_topology_features,No graph topology features,78,118,1.7591071999631822,50,1000,0.03518214399926364,0.03518214399926364
02_ablate_graph_topology_features,No graph topology features,79,119,1.7283366000046954,50,1000,0.03456673200009391,0.03456673200009391
02_ablate_graph_topology_features,No graph topology features,80,120,1.7985406999941915,50,1000,0.03597081399988383,0.03597081399988383
03_ablate_dissimilarity_features,No dissimilarity features,0,40,1.6707600000081584,50,1000,0.03341520000016317,0.03341520000016317
03_ablate_dissimilarity_features,No dissimilarity features,1,41,1.7024516999954358,50,1000,0.03404903399990872,0.03404903399990872
03_ablate_dissimilarity_features,No dissimilarity features,2,42,1.8146994000999257,50,1000,0.03629398800199851,0.03629398800199851
03_ablate_dissimilarity_features,No dissimilarity features,3,43,1.7730543999932706,50,1000,0.035461087999865415,0.035461087999865415
03_ablate_dissimilarity_features,No dissimilarity features,4,44,1.7540947999805212,50,1000,0.035081895999610424,0.035081895999610424
03_ablate_dissimilarity_features,No dissimilarity features,5,45,1.7178887999616563,50,1000,0.03435777599923313,0.03435777599923313
03_ablate_dissimilarity_features,No dissimilarity features,6,46,1.7356205999385566,50,1000,0.034712411998771134,0.034712411998771134
03_ablate_dissimilarity_features,No dissimilarity features,7,47,1.728006099932827,50,1000,0.03456012199865654,0.03456012199865654
03_ablate_dissimilarity_features,No dissimilarity features,8,48,1.7238901000237092,50,1000,0.034477802000474185,0.034477802000474185
03_ablate_dissimilarity_features,No dissimilarity features,9,49,1.6977727999910712,50,1000,0.03395545599982142,0.03395545599982142
03_ablate_dissimilarity_features,No dissimilarity features,10,50,1.6574402999831364,50,1000,0.033148805999662724,0.033148805999662724
03_ablate_dissimilarity_features,No dissimilarity features,11,51,1.6356280000181869,50,1000,0.03271256000036374,0.03271256000036374
