loss,val_loss,epoch,experiment,label
1.484707951545715,1.3678303956985474,10,05_ablate_global_graph_features,No global graph features
1.4334503412246704,1.574615716934204,11,05_ablate_global_graph_features,No global graph features
1.3023737668991089,1.213019847869873,12,05_ablate_global_graph_features,No global graph features
1.3324640989303589,1.5305380821228027,13,05_ablate_global_graph_features,No global graph features
1.168664574623108,1.4739190340042114,14,05_ablate_global_graph_features,No global graph features
1.2189650535583496,1.043443202972412,15,05_ablate_global_graph_features,No global graph features
1.073310613632202,1.2378742694854736,16,05_ablate_global_graph_features,No global graph features
1.082837700843811,0.9836380481719972,17,05_ablate_global_graph_features,No global graph features
0.9729284048080444,0.9159021973609924,18,05_ablate_global_graph_features,No global graph features
0.8968126177787781,1.0889946222305298,19,05_ablate_global_graph_features,No global graph features
0.8332956433296204,1.024123191833496,20,05_ablate_global_graph_features,No global graph features
0.8026366233825684,0.9586057662963868,21,05_ablate_global_graph_features,No global graph features
0.7892941236495972,0.7708148956298828,22,05_ablate_global_graph_features,No global graph features
0.6966481804847717,0.953155279159546,23,05_ablate_global_graph_features,No global graph features
0.6780823469161987,0.8145556449890137,24,05_ablate_global_graph_features,No global graph features
0.6759336590766907,0.873317301273346,25,05_ablate_global_graph_features,No global graph features
0.5858942866325378,0.7339197993278503,26,05_ablate_global_graph_features,No global graph features
0.5227811932563782,0.7380684018135071,27,05_ablate_global_graph_features,No global graph features
0.5153306722640991,0.7190917730331421,28,05_ablate_global_graph_features,No global graph features
0.4720252156257629,0.6362447738647461,29,05_ablate_global_graph_features,No global graph features
0.4304082095623016,0.7471214532852173,30,05_ablate_global_graph_features,No global graph features
0.3839528560638428,0.6262193322181702,31,05_ablate_global_graph_features,No global graph features
0.3814701437950134,0.576694130897522,32,05_ablate_global_graph_features,No global graph features
0.3597691655158996,0.6409896612167358,33,05_ablate_global_graph_features,No global graph features
0.3164229691028595,0.6346740126609802,34,05_ablate_global_graph_features,No global graph features
0.300153523683548,0.6121413707733154,35,05_ablate_global_graph_features,No global graph features
0.2810011208057403,0.5565177798271179,36,05_ablate_global_graph_features,No global graph features
0.2447936087846756,0.5833871364593506,37,05_ablate_global_graph_features,No global graph features
0.2398926317691803,0.5992758274078369,38,05_ablate_global_graph_features,No global graph features
0.2304468601942062,0.5616679787635803,39,05_ablate_global_graph_features,No global graph features
0.2275135070085525,0.5699926614761353,40,05_ablate_global_graph_features,No global graph features
4.381512641906738,4.0180206298828125,1,06_core_observation_only,Only core observation features
