experiment,label,mean_abs_error_avg,rmse_avg,mean_coverage_95_avg,mean_abs_coverage_gap,mean_spearman_r,total_runtime_sec,mean_seconds_per_dataset,mean_seconds_per_1000_draws_per_dataset,num_batches,final_loss,min_loss,final_val_loss,min_val_loss
05_ablate_global_graph_features,No global graph features,0.10813131947807297,0.14254956078847172,0.9408024691358025,0.0091975308641975,0.7851251849308024,135.99108699988574,0.03357804617281129,0.03357804617281129,81,0.2275135070085525,0.2275135070085525,0.5699926614761353,0.5565177798271179
00_baseline,Baseline,0.10841083491334566,0.1430833735588277,0.9406172839506173,0.009382716049382678,0.7878177565702442,135.48980059986934,0.03345427175305416,0.03345427175305416,81,0.2577239274978637,0.2577239274978637,0.6698935031890869,0.6446896195411682
04_ablate_local_spatial_features,No local spatial features,0.10870956857581988,0.14370876128294524,0.9402469135802469,0.009753086419753032,0.7842801943223331,137.48080749996006,0.033945878395051865,0.033945878395051865,81,0.2402494549751281,0.2402494549751281,0.6279850602149963,0.6248441934585571
03_ablate_dissimilarity_features,No dissimilarity features,0.10875686749065955,0.14348202933704965,0.9456172839506173,0.004382716049382673,0.7841492974308015,139.7919191007968,0.034516523234764646,0.034516523234764646,81,0.2789681255817413,0.2712703049182892,0.6097318530082703,0.604779064655304
02_ablate_graph_topology_features,No graph topology features,0.10888065615165145,0.14395102733607407,0.9379012345679012,0.01209876543209873,0.7845655009003808,148.65275929949712,0.036704385012221515,0.036704385012221515,81,0.2564286589622497,0.2564286589622497,0.6290441155433655,0.6192114949226379
01_ablate_core_observation_features,No core observation features,0.11166173312160499,0.14718015572576026,0.9403086419753086,0.009691358024691316,0.7777721563052482,141.33246809907723,0.03489690570347586,0.03489690570347586,81,0.5619396567344666,0.5619396567344666,1.0241721868515017,1.0168250799179075
06_core_observation_only,Only core observation features,0.1394012184671926,0.17208461083109253,0.9550617283950618,0.0064197530864197605,0.6009209174324825,135.7728445000248,0.03352415913580859,0.03352415913580859,81,1.0009121894836426,1.0009121894836426,1.0395302772521973,1.0395302772521973
