loss
3.259401321411133
2.3356587886810303
1.9415199756622314
1.6557261943817139
1.5100821256637573
1.3868272304534912
1.1302083730697632
1.0873316526412964
0.9590552449226379
0.9391533732414246
0.952553927898407
0.8035562038421631
0.7494000196456909
0.7519322037696838
0.6301048994064331
0.6537874341011047
0.5197985172271729
0.6640978455543518
0.6509435772895813
0.359825998544693
0.5216928720474243
0.42576754093170166
0.3121567368507385
0.4763112962245941
0.46887075901031494
0.2902398407459259
0.3050200939178467
0.441457062959671
0.41896384954452515
0.4303324520587921
0.2126462310552597
0.282153844833374
0.20049899816513062
0.1914806216955185
0.20393125712871552
0.27768996357917786
0.17124956846237183
0.2362205535173416
0.38941490650177
0.08343768864870071
0.1211191937327385
0.12454459816217422
0.06842861324548721
0.1320115327835083
0.07715942710638046
0.04885678365826607
0.05940556898713112
-0.06065496429800987
-0.11007022857666016
0.014641281217336655
0.01186249777674675
-0.012096821330487728
-0.0690598338842392
-0.02987493760883808
-0.21382509171962738
-0.15348345041275024
-0.25233131647109985
-0.2748902440071106
-0.24739475548267365
-0.1938651204109192
-0.34840765595436096
-0.3115610182285309
-0.3500564694404602
-0.3521183133125305
-0.38394850492477417
-0.325691819190979
-0.43399378657341003
-0.4399648904800415
-0.44252684712409973
-0.41530707478523254
-0.5360317826271057
-0.4454761743545532
-0.493214875459671
-0.6041517853736877
-0.5832716226577759
-0.5400381684303284
-0.5900754332542419
-0.5887719988822937
-0.551994800567627
-0.605411171913147
-0.6119638681411743
-0.6241493225097656
-0.6718201637268066
-0.7667016386985779
-0.6848180890083313
-0.6358258128166199
-0.793140172958374
-0.7322066426277161
-0.6468653678894043
-0.6469876170158386
-0.665570080280304
-0.6918926239013672
-0.7901632189750671
-0.6608960032463074
-0.6993182301521301
-0.6905727386474609
-0.6303777694702148
-0.6764649152755737
-0.7909557819366455
-0.7101075053215027
