loss,val_loss
3.9012768268585205,3.3292107582092285
3.0233676433563232,2.8864052295684814
2.7714874744415283,2.4058995246887207
2.3476510047912598,2.3706789016723633
2.242821455001831,2.265432596206665
1.9384063482284546,2.0287420749664307
1.8308706283569336,1.9857410192489624
1.7306396961212158,1.7648420333862305
1.5969352722167969,1.5981628894805908
1.6434141397476196,1.8136096000671387
1.5273569822311401,1.8316621780395508
1.3683838844299316,1.3229314088821411
1.3053637742996216,1.3605564832687378
1.2513622045516968,1.3574477434158325
1.2597044706344604,1.4042248725891113
1.1187169551849365,1.1652934551239014
1.1133785247802734,1.2974464893341064
1.0830090045928955,1.0202536582946777
0.9396375417709351,1.2704609632492065
0.9123836755752563,0.9505897760391235
0.8746681809425354,1.0911715030670166
0.8106376528739929,0.96668940782547
0.7394391894340515,0.9842146039009094
0.717601478099823,0.909706711769104
0.7137285470962524,1.0624381303787231
0.6340595483779907,0.9345899820327759
0.559668779373169,0.8477377891540527
0.5145975351333618,0.8037179112434387
0.47999727725982666,0.7536347508430481
0.48608940839767456,0.7750102877616882
0.4296507239341736,0.7161422967910767
0.3919107913970947,0.6676741242408752
0.36610567569732666,0.6679458618164062
0.3453378677368164,0.656129777431488
0.30208301544189453,0.6347537636756897
0.290413498878479,0.649444043636322
0.2754864990711212,0.6248441934585571
0.24851581454277039,0.6363658905029297
0.24186061322689056,0.631110429763794
0.24024945497512817,0.6279850602149963
