from_index,to_index,from_id,to_id,from_name,to_name,edge_dissimilarity,risk_contrast,dissimilarity_quintile
0,1,11110,11140,Jongno-gu,Jung-gu,1.0944446049760357,0.001680395447615446,Q4
0,5,11110,11230,Jongno-gu,Dongdaemun-gu,0.31804373136055897,0.05633218337912638,Q2
0,7,11110,11290,Jongno-gu,Seongbuk-gu,0.3273979587535147,0.03876098601941269,Q2
0,11,11110,11380,Jongno-gu,Eunpyeong-gu,0.37416909571830154,0.13514916878362992,Q2
0,12,11110,11410,Jongno-gu,Seodaemun-gu,0.44900291486196386,0.054841207350688315,Q2
0,88,11110,41281,Jongno-gu,"Deogyang-gu, Goyang-si",1.3283002897999752,0.1141484996328046,Q4
1,2,11140,11170,Jung-gu,Yongsan-gu,1.3376545171929324,0.13450738669858087,Q4
1,3,11140,11200,Jung-gu,Seongdong-gu,0.9728396488675866,0.08864858705661227,Q4
1,5,11140,11230,Jung-gu,Dongdaemun-gu,0.7764008736154768,0.05465178793151093,Q3
1,12,11140,11410,Jung-gu,Seodaemun-gu,0.6454416901140719,0.05316081190307287,Q3
1,13,11140,11440,Jung-gu,Mapo-gu,1.4873221554802554,0.0123866588375936,Q5
2,3,11170,11200,Yongsan-gu,Seongdong-gu,0.3648148683253458,0.045858799641968595,Q2
2,13,11170,11440,Yongsan-gu,Mapo-gu,0.149667638287323,0.12212072786098727,Q1
2,18,11170,11560,Yongsan-gu,Yeongdeungpo-gu,0.7857551010084358,0.1160725061207275,Q3
2,19,11170,11590,Yongsan-gu,Dongjak-gu,0.5706078709704114,0.10067555229349434,Q3
2,21,11170,11650,Yongsan-gu,Seocho-gu,1.4311967911225096,0.3740663249680427,Q5
3,4,11200,11215,Seongdong-gu,Gwangjin-gu,0.24320991221689658,0.09125418728272283,Q2
3,5,11200,11230,Seongdong-gu,Dongdaemun-gu,0.19643877525210973,0.03399679912510134,Q1
3,22,11200,11680,Seongdong-gu,Gangnam-gu,1.0102565584394194,0.3221864230319271,Q4
4,5,11215,11230,Gwangjin-gu,Dongdaemun-gu,0.04677113696478685,0.05725738815762149,Q1
4,6,11215,11260,Gwangjin-gu,Jungnang-gu,0.8325262379732243,0.11437401368879652,Q3
4,22,11215,11680,Gwangjin-gu,Gangnam-gu,1.2534664706563161,0.2309322357492043,Q4
4,23,11215,11710,Gwangjin-gu,Songpa-gu,1.7679489772689814,0.09089728443459855,Q5
4,24,11215,11740,Gwangjin-gu,Gangdong-gu,0.9728396488675882,0.000530103442526908,Q4
4,92,11215,41310,Gwangjin-gu,Guri-si,0.8138177831873096,0.16759528613420915,Q3
5,6,11230,11260,Dongdaemun-gu,Jungnang-gu,0.8792973749380113,0.057116625531175025,Q4
5,7,11230,11290,Dongdaemun-gu,Seongbuk-gu,0.009354227392955716,0.017571197359713686,Q1
6,7,11260,11290,Jungnang-gu,Seongbuk-gu,0.8699431475450555,0.07468782289088871,Q4
6,10,11260,11350,Jungnang-gu,Nowon-gu,1.3563629719788506,0.022985664509832304,Q4
6,92,11260,41310,Jungnang-gu,Guri-si,1.646344021160534,0.05322127244541264,Q5
7,8,11290,11305,Seongbuk-gu,Gangbuk-gu,1.3189460624070177,0.06280446789664218,Q4
7,10,11290,11350,Seongbuk-gu,Nowon-gu,0.486419824433795,0.09767348740072102,Q2
7,88,11290,41281,Seongbuk-gu,"Deogyang-gu, Goyang-si",1.0009023310464604,0.07538751361339191,Q4
8,9,11305,11320,Gangbuk-gu,Dobong-gu,1.4405510185154653,0.005427766595398786,Q5
8,88,11305,41281,Gangbuk-gu,"Deogyang-gu, Goyang-si",0.3180437313605573,0.01258304571674973,Q2
8,108,11305,41630,Gangbuk-gu,Yangju-si,0.41158600529013434,0.013128403600971339,Q2
9,10,11320,11350,Dobong-gu,Nowon-gu,0.3648148683253475,0.02944125290868005,Q2
9,79,11320,41150,Dobong-gu,Uijeongbu-si,1.1412157419408242,0.05776690534727624,Q4
9,108,11320,41630,Dobong-gu,Yangju-si,1.028965013225331,0.007700637005572553,Q4
10,79,11350,41150,Nowon-gu,Uijeongbu-si,1.5060306102661718,0.028325652438596194,Q5
10,92,11350,41310,Nowon-gu,Guri-si,0.28998104918168344,0.030235607935580333,Q2
10,93,11350,41360,Nowon-gu,Namyangju-si,1.2347580158704015,0.023568840492127485,Q4
11,12,11380,11410,Eunpyeong-gu,Seodaemun-gu,0.07483381914366233,0.08030796143294161,Q1
11,88,11380,41281,Eunpyeong-gu,"Deogyang-gu, Goyang-si",0.9541311940816735,0.021000669150825324,Q4
12,13,11410,11440,Seodaemun-gu,Mapo-gu,0.8418804653661834,0.04077415306547927,Q3
13,15,11440,11500,Mapo-gu,Gangseo-gu,0.4677113696478786,0.07074917816254533,Q2
13,18,11440,11560,Mapo-gu,Yeongdeungpo-gu,0.6360874627211128,0.006048221740259763,Q3
13,88,11440,41281,Mapo-gu,"Deogyang-gu, Goyang-si",1.7211778403041946,0.10008144534759555,Q5
14,15,11470,11500,Yangcheon-gu,Gangseo-gu,1.0009023310464586,0.04456695709423819,Q4
14,16,11470,11530,Yangcheon-gu,Guro-gu,0.5238367340056227,0.008581429602057433,Q2
14,18,11470,11560,Yangcheon-gu,Yeongdeungpo-gu,0.1028965013225327,0.02013399932804738,Q1
14,82,11470,41190,Yangcheon-gu,Bucheon-si,1.3095918350140603,0.12297294677654769,Q4
15,18,11500,11560,Gangseo-gu,Yeongdeungpo-gu,1.1037988323689913,0.06470095642228557,Q4
15,54,11500,28245,Gangseo-gu,Gyeyang-gu,1.786657432054898,0.21718358963900286,Q5
15,82,11500,41190,Gangseo-gu,Bucheon-si,0.30868950396760153,0.0784059896823095,Q2
15,105,11500,41570,Gangseo-gu,Gimpo-si,0.06547959175070162,0.041453957467278535,Q1
16,17,11530,11545,Guro-gu,Geumcheon-gu,1.608927111588703,0.03974439650659889,Q5
16,18,11530,11560,Guro-gu,Yeongdeungpo-gu,0.6267332353281554,0.028715428930104814,Q3
16,20,11530,11620,Guro-gu,Gwanak-gu,1.272174925442231,0.0034488958871996545,Q4
16,82,11530,41190,Guro-gu,Bucheon-si,0.7857551010084376,0.11439151717449025,Q3
16,83,11530,41210,Guro-gu,Gwangmyeong-si,0.0374169095718313,0.13091277866464512,Q1
17,20,11545,11620,Geumcheon-gu,Gwanak-gu,0.33675218614647207,0.036295500619399235,Q2
17,80,11545,41171,Geumcheon-gu,"Manan-gu, Anyang-si",0.7764008736154785,0.03862256382500373,Q3
17,83,11545,41210,Geumcheon-gu,Gwangmyeong-si,1.5715102020168716,0.09116838215804624,Q5
18,19,11560,11590,Yeongdeungpo-gu,Dongjak-gu,0.21514723003802438,0.015396953827233162,Q1
18,20,11560,11620,Yeongdeungpo-gu,Gwanak-gu,1.8989081607703864,0.03216432481730447,Q5
19,20,11590,11620,Dongjak-gu,Gwanak-gu,1.683760930732362,0.016767370990071306,Q5
19,21,11590,11650,Dongjak-gu,Seocho-gu,0.8605889201520982,0.27339077267454837,Q3
20,21,11620,11650,Gwanak-gu,Seocho-gu,2.54434985088446,0.29015814366461967,Q5
20,80,11620,41171,Gwanak-gu,"Manan-gu, Anyang-si",0.4396486874690064,0.07491806444440297,Q2
20,81,11620,41173,Gwanak-gu,"Dongan-gu, Anyang-si",1.7585947498760242,0.06310107458496894,Q5
20,91,11620,41290,Gwanak-gu,Gwacheon-si,3.7042740476111993,0.24980727419205717,Q5
21,22,11650,11680,Seocho-gu,Gangnam-gu,0.785755101008436,0.006021102294146985,Q3
21,76,11650,41131,Seocho-gu,"Sujeong-gu, Seongnam-si",4.059734688543587,0.3998470743286475,Q5
21,91,11650,41290,Seocho-gu,Gwacheon-si,1.159924196726739,0.0403508694725625,Q4
22,23,11680,11710,Gangnam-gu,Songpa-gu,0.5144825066126655,0.14003495131460575,Q2
22,76,11680,41131,Gangnam-gu,"Sujeong-gu, Seongnam-si",3.273979587535152,0.39382597203450054,Q5
23,24,11710,11740,Songpa-gu,Gangdong-gu,0.7951093284013933,0.09142738787712545,Q3
23,76,11710,41131,Songpa-gu,"Sujeong-gu, Seongnam-si",3.788462094147817,0.2537910207198948,Q5
23,98,11710,41450,Songpa-gu,Hanam-si,0.7576924188295622,0.13787255622493877,Q3
24,98,11740,41450,Gangdong-gu,Hanam-si,0.03741690957183108,0.046445168347813315,Q1
25,26,26110,26140,Jung-gu,Seo-gu,2.263723029095732,0.11594065916466434,Q5
25,27,26110,26170,Jung-gu,Dong-gu,2.4040364399900978,0.07491806148784264,Q5
26,27,26140,26170,Seo-gu,Dong-gu,0.14031341089436555,0.041022597676821704,Q1
26,28,26140,26230,Seo-gu,Busanjin-gu,0.009354227392955716,0.1575079310029217,Q1
26,33,26140,26380,Seo-gu,Saha-gu,0.20579300264506553,0.10238905530353115,Q1
26,38,26140,26530,Seo-gu,Sasang-gu,0.056125364357744234,0.011582344553984214,Q1
27,28,26170,26230,Dong-gu,Busanjin-gu,0.14966763828732127,0.1164853333261,Q1
28,30,26230,26290,Busanjin-gu,Nam-gu,0.5893163257563261,0.10023241218647616,Q3
28,31,26230,26320,Busanjin-gu,Buk-gu,1.1225072871549095,0.08693033644731862,Q4
28,36,26230,26470,Busanjin-gu,Yeonje-gu,1.1505699693337799,0.01440439139480798,Q4
28,38,26230,26530,Busanjin-gu,Sasang-gu,0.04677113696478852,0.1459255864489375,Q1
29,31,26260,26320,Dongnae-gu,Buk-gu,0.06547959175070173,0.12094652560458297,Q1
29,32,26260,26350,Dongnae-gu,Haeundae-gu,0.9915481036535014,0.08563382560334176,Q4
29,34,26260,26410,Dongnae-gu,Geumjeong-gu,0.3554606409323885,0.07822052435879989,Q2
29,36,26260,26470,Dongnae-gu,Yeonje-gu,0.0374169095718313,0.019611797762456362,Q1
29,37,26260,26500,Dongnae-gu,Suyeong-gu,1.0196107858323769,0.020676075549155293,Q4
30,36,26290,26470,Nam-gu,Yeonje-gu,0.5612536435774539,0.11463680358128414,Q3
30,37,26290,26500,Nam-gu,Suyeong-gu,0.4209402326830917,0.11357252579458521,Q2
31,34,26320,26410,Buk-gu,Geumjeong-gu,0.28998104918168677,0.042726001245783074,Q2
31,35,26320,26440,Buk-gu,Gangseo-gu,0.7483381914366081,0.13683107035916287,Q3
31,38,26320,26530,Buk-gu,Sasang-gu,1.169278424119698,0.05899525000161887,Q4
31,229,26320,48250,Buk-gu,Gimhae-si,0.8044635557943539,0.0022801458252619256,Q3
31,231,26320,48330,Buk-gu,Yangsan-si,1.6276355663746176,0.104928296952985,Q5
32,34,26350,26410,Haeundae-gu,Geumjeong-gu,0.6360874627211129,0.00741330124454187,Q3
32,37,26350,26500,Haeundae-gu,Suyeong-gu,0.02806268217887544,0.06495775005418647,Q1
32,39,26350,26710,Haeundae-gu,Gijang-gun,0.19643877525210646,0.07475335219076928,Q1
33,35,26380,26440,Saha-gu,Gangseo-gu,0.5706078709704113,0.1050196096112348,Q3
33,38,26380,26530,Saha-gu,Sasang-gu,0.1496676382873213,0.09080671074954694,Q1
34,39,26410,26710,Geumjeong-gu,Gijang-gun,0.4396486874690065,0.08216665343531115,Q2
34,231,26410,48330,Geumjeong-gu,Yangsan-si,1.3376545171929308,0.06220229570720193,Q4
35,38,26440,26530,Gangseo-gu,Sasang-gu,0.42094023268309,0.19582632036078174,Q2
35,225,26440,48129,Gangseo-gu,"Jinhae-gu, Changwon-si",0.3461064135394311,0.1190647711092856,Q2
35,229,26440,48250,Gangseo-gu,Gimhae-si,0.05612536435774587,0.13455092453390094,Q1
36,37,26470,26500,Yeonje-gu,Suyeong-gu,0.9821938762605456,0.0010642777866989306,Q4
39,70,26710,31710,Gijang-gun,Ulju-gun,0.07483381914366063,0.13873075692652126,Q1
39,231,26710,48330,Gijang-gun,Yangsan-si,0.8980058297239244,0.14436894914251308,Q4
40,41,27110,27140,Jung-gu,Dong-gu,0.6454416901140703,0.20714625738192005,Q3
40,42,27110,27170,Jung-gu,Seo-gu,2.0298673442717927,0.23445490390489976,Q5
40,43,27110,27200,Jung-gu,Nam-gu,1.3376545171929324,0.1145290393207663,Q4
40,44,27110,27230,Jung-gu,Buk-gu,0.14031341089436222,0.2065849713169836,Q1
40,45,27110,27260,Jung-gu,Suseong-gu,1.384425654157721,0.05682397903820302,Q5
40,46,27110,27290,Jung-gu,Dalseo-gu,0.4864198244337916,0.11885810565827803,Q2
41,44,27140,27230,Dong-gu,Buk-gu,0.505128279219708,0.0005612860649364393,Q2
41,45,27140,27260,Dong-gu,Suseong-gu,2.029867344271791,0.26397023642012307,Q5
41,205,27140,47230,Dong-gu,Yeongcheon-si,1.3002376076211046,0.11356862476762686,Q4
41,208,27140,47290,Dong-gu,Gyeongsan-si,0.49577405182675227,0.14218038710914271,Q2
41,209,27140,47720,Dong-gu,Gunwi-gun,1.2160495610844833,0.04176504725204122,Q4
41,217,27140,47850,Dong-gu,Chilgok-gun,1.7585947498760257,0.10130667243333402,Q5
42,44,27170,27230,Seo-gu,Buk-gu,1.8895539333774307,0.027869932587916146,Q5
42,46,27170,27290,Seo-gu,Dalseo-gu,1.5434475198380013,0.11559679824662172,Q5
42,47,27170,27710,Seo-gu,Dalseong-gun,1.5340932924450423,0.11148243082986031,Q5
43,45,27200,27260,Nam-gu,Suseong-gu,2.7220801713506533,0.17135301835896932,Q5
43,46,27200,27290,Nam-gu,Dalseo-gu,0.8512346927591408,0.004329066337511733,Q3
43,47,27200,27710,Nam-gu,Dalseong-gun,0.8418804653661818,0.23140829541399377,Q3
44,47,27230,27710,Buk-gu,Dalseong-gun,0.3554606409323884,0.13935236341777646,Q2
44,217,27230,47850,Buk-gu,Chilgok-gun,2.2637230290957335,0.10074538636839758,Q5
45,47,27260,27710,Suseong-gu,Dalseong-gun,1.8801997059844715,0.4027613137729631,Q5
45,208,27260,47290,Suseong-gu,Gyeongsan-si,2.5256413960985435,0.12178984931098036,Q5
46,47,27290,27710,Dalseo-gu,Dalseong-gun,0.009354227392959033,0.22707922907648204,Q1
46,215,27290,47830,Dalseo-gu,Goryeong-gun,1.6837609307323635,0.07044839851538587,Q5
47,208,27710,47290,Dalseong-gun,Gyeongsan-si,0.6454416901140719,0.28097146446198273,Q3
47,214,27710,47820,Dalseong-gun,Cheongdo-gun,0.0561253643577459,0.23025894841745487,Q1
47,215,27710,47830,Dalseong-gun,Goryeong-gun,1.6744067033394046,0.2975276275918679,Q5
47,216,27710,47840,Dalseong-gun,Seongju-gun,1.1412157419408226,0.12648609557015433,Q4
47,217,27710,47850,Dalseong-gun,Chilgok-gun,1.9082623881633454,0.24009774978617404,Q5
47,234,27710,48740,Dalseong-gun,Changnyeong-gun,0.3835233231112606,0.1199528140833861,Q2
48,49,28110,28140,Jung-gu,Dong-gu,0.8980058297239275,0.012863980211566428,Q4
48,50,28110,28177,Jung-gu,Michuhol-gu,2.628537897421078,0.027041737660082887,Q5
49,50,28140,28177,Dong-gu,Michuhol-gu,1.7305320676971503,0.039905717871649315,Q5
49,55,28140,28260,Dong-gu,Seo-gu,1.431196791122511,0.11043583560543091,Q5
50,51,28177,28185,Michuhol-gu,Yeonsu-gu,4.050380461150628,0.23948028358250983,Q5
50,52,28177,28200,Michuhol-gu,Namdong-gu,2.132763845594327,0.0111230331934431,Q5
50,55,28177,28260,Michuhol-gu,Seo-gu,3.1617288588196613,0.0705301177337816,Q5
51,52,28185,28200,Yeonsu-gu,Namdong-gu,1.9176166155563013,0.22835725038906673,Q5
52,53,28200,28237,Namdong-gu,Bupyeong-gu,0.7764008736154785,0.023664613421546576,Q3
52,55,28200,28260,Namdong-gu,Seo-gu,1.028965013225334,0.059407084540338495,Q4
52,82,28200,41190,Namdong-gu,Bucheon-si,1.2628206980492718,0.0644677980035544,Q4
52,95,28200,41390,Namdong-gu,Siheung-si,0.08418804653661804,0.07165189543295547,Q1
53,54,28237,28245,Bupyeong-gu,Gyeyang-gu,0.9915481036535031,0.09797441537468554,Q4
53,55,28237,28260,Bupyeong-gu,Seo-gu,0.2525641396098557,0.03574247111879192,Q2
53,82,28237,41190,Bupyeong-gu,Bucheon-si,0.4864198244337933,0.04080318458200782,Q2
54,55,28245,28260,Gyeyang-gu,Seo-gu,1.2441122432633587,0.13371688649347746,Q4
54,82,28245,41190,Gyeyang-gu,Bucheon-si,1.4779679280872964,0.13877759995669336,Q5
54,105,28245,41570,Gyeyang-gu,Gimpo-si,1.8521370238055996,0.2586375471062814,Q5
55,105,28260,41570,Seo-gu,Gimpo-si,0.6080247805422407,0.12492066061280394,Q3
56,57,29110,29140,Dong-gu,Seo-gu,0.028062682178873755,0.1754056775530488,Q1
56,58,29110,29155,Dong-gu,Nam-gu,0.1870845478591524,0.08909438845898787,Q1
56,59,29110,29170,Dong-gu,Buk-gu,1.6653345369377348e-15,0.1391671329049622,Q1
56,187,29110,46790,Dong-gu,Hwasun-gun,0.9634854214746292,0.2175679272362272,Q4
57,58,29140,29155,Seo-gu,Nam-gu,0.21514723003802616,0.08631128909406094,Q1
57,59,29140,29170,Seo-gu,Buk-gu,0.02806268217887209,0.036238544648086624,Q1
57,60,29140,29200,Seo-gu,Gwangsan-gu,0.44900291486196386,0.11136219589804774,Q2
58,60,29155,29200,Nam-gu,Gwangsan-gu,0.66415014489999,0.19767348499210868,Q3
58,180,29155,46170,Nam-gu,Naju-si,0.3835233231112622,0.007292128641503304,Q2
58,187,29155,46790,Nam-gu,Hwasun-gun,1.1505699693337816,0.12847353877723933,Q4
59,60,29170,29200,Buk-gu,Gwangsan-gu,0.47706559704083595,0.14760074054613437,Q2
59,182,29170,46710,Buk-gu,Damyang-gun,0.3928775505042197,0.22271827534585942,Q2
59,187,29170,46790,Buk-gu,Hwasun-gun,0.9634854214746276,0.07840079433126501,Q4
59,195,29170,46880,Buk-gu,Jangseong-gun,0.26191836700280974,0.10992536768362626,Q2
60,180,29200,46170,Gwangsan-gu,Naju-si,0.2806268217887278,0.19038135635060538,Q2
60,193,29200,46860,Gwangsan-gu,Hampyeong-gun,0.2993352765746442,0.016672354569060133,Q2
60,195,29200,46880,Gwangsan-gu,Jangseong-gun,0.2151472300380262,0.25752610822976063,Q1
61,62,30110,30140,Dong-gu,Jung-gu,0.3835233231112605,0.08731468272464848,Q2
61,65,30110,30230,Dong-gu,Daedeok-gu,0.16837609307323442,0.005533444437572754,Q1
61,132,30110,43111,Dong-gu,"Sangdang-gu, Cheongju-si",0.589316325756326,0.047395334914039466,Q3
61,138,30110,43720,Dong-gu,Boeun-gun,0.16837609307323775,0.12770261419844964,Q1
61,139,30110,43730,Dong-gu,Okcheon-gun,0.6173790079351997,0.19491182010789654,Q3
61,155,30110,44710,Dong-gu,Geumsan-gun,0.5893163257563276,0.044319707150238585,Q3
62,63,30140,30170,Jung-gu,Seo-gu,0.11225072871549178,0.12320414128450174,Q1
62,65,30140,30230,Jung-gu,Daedeok-gu,0.5518994161844949,0.09284812716222124,Q3
62,155,30140,44710,Jung-gu,Geumsan-gun,0.20579300264506717,0.0429949755744099,Q1
63,64,30170,30200,Seo-gu,Yuseong-gu,2.366619530418265,0.08309295190206445,Q5
63,65,30170,30230,Seo-gu,Daedeok-gu,0.6641501448999867,0.030356014122280506,Q3
63,152,30170,44230,Seo-gu,Nonsan-si,0.991548103653503,0.07301506421160475,Q4
63,153,30170,44250,Seo-gu,Gyeryong-si,2.1888892099520714,0.24292724459804838,Q5
63,155,30170,44710,Seo-gu,Geumsan-gun,0.09354227392957538,0.08020916571009185,Q1
64,65,30200,30230,Yuseong-gu,Daedeok-gu,3.0307696753182514,0.11344896602434495,Q5
64,71,30200,36110,Yuseong-gu,Sejong-si,0.3648148683253458,0.3098528284123798,Q2
64,133,30200,43112,Yuseong-gu,"Seowon-gu, Cheongju-si",1.6089271115887027,0.17714996272579686,Q5
64,148,30200,44150,Yuseong-gu,Gongju-si,2.03922157166475,0.16701473200843875,Q5
64,153,30200,44250,Yuseong-gu,Gyeryong-si,0.17773032046619353,0.15983429269598393,Q1
65,132,30230,43111,Daedeok-gu,"Sangdang-gu, Cheongju-si",0.7576924188295604,0.05292877935161222,Q3
65,133,30230,43112,Daedeok-gu,"Seowon-gu, Cheongju-si",1.4218425637295486,0.0637009967014519,Q5
66,67,31110,31140,Jung-gu,Nam-gu,0.9915481036535048,0.023114924224946876,Q4
66,69,31110,31200,Jung-gu,Buk-gu,0.6828585996859031,0.08857909047462353,Q3
66,70,31110,31710,Jung-gu,Ulju-gun,0.20579300264506717,0.1665113899141364,Q1
67,69,31140,31200,Nam-gu,Buk-gu,0.30868950396760164,0.11169401469957041,Q2
67,70,31140,31710,Nam-gu,Ulju-gun,0.7857551010084376,0.18962631413908326,Q3
68,69,31170,31200,Dong-gu,Buk-gu,1.066381922797162,0.04856116373237995,Q4
69,70,31200,31710,Buk-gu,Ulju-gun,0.47706559704083595,0.07793229943951285,Q2
69,200,31200,47130,Buk-gu,Gyeongju-si,1.0009023310464586,0.009938523437487135,Q4
70,200,31710,47130,Ulju-gun,Gyeongju-si,0.5238367340056228,0.08787082287699999,Q2
70,214,31710,47820,Ulju-gun,Cheongdo-gun,0.04677113696478685,0.15936899189123377,Q1
70,230,31710,48270,Ulju-gun,Miryang-si,0.09354227392957372,0.04537537817517023,Q1
70,231,31710,48330,Ulju-gun,Yangsan-si,0.8231720105802637,0.28309970606903434,Q3
71,133,36110,43112,Sejong-si,"Seowon-gu, Cheongju-si",1.244112243263357,0.13270286568658296,Q4
71,134,36110,43113,Sejong-si,"Heungdeok-gu, Cheongju-si",2.1234096182013684,0.025939325776027644,Q5
71,146,36110,44131,Sejong-si,"Dongnam-gu, Cheonan-si",3.0214154479252944,0.09001805468687873,Q5
71,148,36110,44150,Sejong-si,Gongju-si,1.6744067033394043,0.14283809640394107,Q5
72,73,41111,41113,"Jangan-gu, Suwon-si","Gwonseon-gu, Suwon-si",1.0102565584394194,0.02810609258413166,Q4
72,74,41111,41115,"Jangan-gu, Suwon-si","Paldal-gu, Suwon-si",0.7389839640436473,0.10788018470555727,Q3
72,75,41111,41117,"Jangan-gu, Suwon-si","Yeongtong-gu, Suwon-si",1.6182813389816604,0.015171275950898178,Q5
72,97,41111,41430,"Jangan-gu, Suwon-si",Uiwang-si,0.5799620983633704,0.17018517234798303,Q3
72,101,41111,41465,"Jangan-gu, Suwon-si","Suji-gu, Yongin-si",2.0111588894858783,0.3485623014692605,Q5
73,74,41113,41115,"Gwonseon-gu, Suwon-si","Paldal-gu, Suwon-si",0.27127259439577206,0.13598627728968893,Q2
73,75,41113,41117,"Gwonseon-gu, Suwon-si","Yeongtong-gu, Suwon-si",2.62853789742108,0.012934816633233481,Q5
73,86,41113,41271,"Gwonseon-gu, Suwon-si","Sangnok-gu, Ansan-si",0.926068511902798,0.07610544961701038,Q4
73,97,41113,41430,"Gwonseon-gu, Suwon-si",Uiwang-si,1.5902186568027896,0.14207907976385137,Q5
73,106,41113,41590,"Gwonseon-gu, Suwon-si",Hwaseong-si,0.7296297366506915,0.022808631589188444,Q3
74,75,41115,41117,"Paldal-gu, Suwon-si","Yeongtong-gu, Suwon-si",2.357265303025308,0.12305146065645545,Q5
75,100,41117,41463,"Yeongtong-gu, Suwon-si","Giheung-gu, Yongin-si",0.13095918350140634,0.22264082700892818,Q1
75,101,41117,41465,"Yeongtong-gu, Suwon-si","Suji-gu, Yongin-si",0.3928775505042177,0.3333910255183623,Q2
75,106,41117,41590,"Yeongtong-gu, Suwon-si",Hwaseong-si,1.8989081607703882,0.009873814955954963,Q5
76,77,41131,41133,"Sujeong-gu, Seongnam-si","Jungwon-gu, Seongnam-si",0.20579300264506895,0.18664984986893707,Q1
76,78,41131,41135,"Sujeong-gu, Seongnam-si","Bundang-gu, Seongnam-si",4.602279877335126,0.3228900237050585,Q5
76,91,41131,41290,"Sujeong-gu, Seongnam-si",Gwacheon-si,5.219658885270327,0.359496204856085,Q5
76,97,41131,41430,"Sujeong-gu, Seongnam-si",Uiwang-si,2.665954806992909,0.18858293574500262,Q5
76,98,41131,41450,"Sujeong-gu, Seongnam-si",Hanam-si,3.030769675318255,0.11591846449495602,Q5
77,78,41133,41135,"Jungwon-gu, Seongnam-si","Bundang-gu, Seongnam-si",4.396486874690057,0.5095398735739955,Q5
77,98,41133,41450,"Jungwon-gu, Seongnam-si",Hanam-si,2.824976672673186,0.3025683143638931,Q5
77,107,41133,41610,"Jungwon-gu, Seongnam-si",Gwangju-si,0.3835233231112589,0.3262316810569761,Q2
78,97,41135,41430,"Bundang-gu, Seongnam-si",Uiwang-si,1.9363250703422166,0.13430708796005586,Q5
78,101,41135,41465,"Bundang-gu, Seongnam-si","Suji-gu, Yongin-si",0.5051282792197087,0.044070041161221596,Q2
78,107,41135,41610,"Bundang-gu, Seongnam-si",Gwangju-si,4.012963551578798,0.18330819251701946,Q5
79,93,41150,41360,Uijeongbu-si,Namyangju-si,0.2712725943957704,0.05189449293072368,Q2
79,108,41150,41630,Uijeongbu-si,Yangju-si,0.11225072871549346,0.05006626834170369,Q1
79,109,41150,41650,Uijeongbu-si,Pocheon-si,0.9634854214746276,0.1380261491118313,Q4
80,81,41171,41173,"Manan-gu, Anyang-si","Dongan-gu, Anyang-si",1.3189460624070177,0.1380191390293719,Q4
80,83,41171,41210,"Manan-gu, Anyang-si",Gwangmyeong-si,0.7951093284013931,0.052545818333042504,Q3
80,86,41171,41271,"Manan-gu, Anyang-si","Sangnok-gu, Ansan-si",1.8053658868408125,0.06437245985548401,Q5
80,95,41171,41390,"Manan-gu, Anyang-si",Siheung-si,1.3002376076211029,0.028840459413486563,Q4
80,96,41171,41410,"Manan-gu, Anyang-si",Gunpo-si,0.43029446007604744,0.1043774156989361,Q2
81,91,41173,41290,"Dongan-gu, Anyang-si",Gwacheon-si,1.9456792977351751,0.18670619960708823,Q5
81,96,41173,41410,"Dongan-gu, Anyang-si",Gunpo-si,0.8886516023309702,0.0336417233304358,Q4
81,97,41173,41430,"Dongan-gu, Anyang-si",Uiwang-si,0.6080247805422424,0.01579293049600583,Q3
82,83,41190,41210,Bucheon-si,Gwangmyeong-si,0.7483381914366063,0.01652126149015487,Q3
82,95,41190,41390,Bucheon-si,Siheung-si,1.3470087445858898,0.007184097429401071,Q4
83,95,41210,41390,Gwangmyeong-si,Siheung-si,2.095346936022496,0.02370535891955594,Q5
84,94,41220,41370,Pyeongtaek-si,Osan-si,0.27127259439576873,0.0400287097433738,Q2
84,99,41220,41461,Pyeongtaek-si,"Cheoin-gu, Yongin-si",0.7576924188295637,0.0383564962517271,Q3
84,104,41220,41550,Pyeongtaek-si,Anseong-si,0.01870845478591643,0.030220102545772676,Q1
84,106,41220,41590,Pyeongtaek-si,Hwaseong-si,0.5238367340056228,0.09771528363578863,Q2
84,147,41220,44133,Pyeongtaek-si,"Seobuk-gu, Cheonan-si",0.7296297366506899,0.0033994504857846053,Q3
84,150,41220,44200,Pyeongtaek-si,Asan-si,0.12160495610844918,0.006336672163181234,Q1
84,154,41220,44270,Pyeongtaek-si,Dangjin-si,0.514482506612667,0.022832755501315027,Q2
85,108,41250,41630,Dongducheon-si,Yangju-si,1.9363250703422192,0.05477404403389219,Q5
85,109,41250,41650,Dongducheon-si,Pocheon-si,0.8605889201520982,0.1333183734196428,Q3
85,111,41250,41800,Dongducheon-si,Yeoncheon-gun,1.075736150190121,0.07071951669489973,Q4
86,87,41271,41273,"Sangnok-gu, Ansan-si","Danwon-gu, Ansan-si",0.2619183670028129,0.043951486353134506,Q2
86,95,41271,41390,"Sangnok-gu, Ansan-si",Siheung-si,0.5051282792197096,0.03553200044199745,Q2
86,96,41271,41410,"Sangnok-gu, Ansan-si",Gunpo-si,2.23566034691686,0.16874987555442011,Q5
86,97,41271,41430,"Sangnok-gu, Ansan-si",Uiwang-si,2.516287168705588,0.21818452938086175,Q5
