display_id,area_id,area_name,observed,expected,risk_ratio,covariate,crude_log_risk,degree
K036,26440,Gangseo-gu,145.0,160.16755263432674,0.9053019641939883,20.96,-0.09604438465125043,5.0
K037,26470,Yeonje-gu,374.0,397.8757796325416,0.9399918747137811,19.3,-0.060548042134214164,4.0
K038,26500,Suyeong-gu,356.0,378.3493609905958,0.9409293016061118,21.400000000000002,-0.05948376434751523,4.0
K039,26530,Sasang-gu,426.0,385.9973218476364,1.103634600263247,21.86,0.09978193570953131,5.0
K040,26710,Gijang-gun,282.0,260.72108933208546,1.0816156097016425,20.92,0.08022733789744052,4.0
K041,27110,Jung-gu,168.0,178.2211211841957,0.9426492151082815,20.240000000000002,-0.05608928338457719,6.0
K042,27140,Dong-gu,797.0,685.6894720976471,1.1623337274842998,21.619999999999997,0.15105697399734286,7.0
K043,27170,Seo-gu,475.0,397.82064438466665,1.1940054059655736,24.580000000000002,0.17836562052032257,4.0
K044,27200,Nam-gu,384.0,362.6738817240235,1.0588024651088732,23.1,0.05843975593618911,4.0
K045,27230,Buk-gu,761.0,655.1043162486471,1.1616470554762148,20.54,0.15049568793240642,5.0
K046,27260,Suseong-gu,651.0,729.3769371838132,0.892542616597622,17.28,-0.11291326242278021,5.0
K047,27290,Dalseo-gu,886.0,832.5658378570539,1.064180104099011,21.279999999999998,0.06276882227370084,5.0
K048,27710,Dalseong-gun,428.0,320.6796618472554,1.3346652467279416,21.3,0.2898480513501829,11.0
K049,28110,Jung-gu,222.0,202.05923243533792,1.098687732920313,22.44,0.09636621731065809,2.0
K050,28140,Dong-gu,168.0,151.0642967188277,1.112109238576037,24.360000000000003,0.10923019752222451,3.0
K051,28177,Michuhol-gu,779.0,727.292117337499,1.0710964431345624,28.060000000000002,0.0693244796505752,5.0
K052,28185,Yeonsu-gu,328.0,389.4333141738397,0.842249463674758,19.400000000000002,-0.17015580393193463,2.0
K053,28200,Namdong-gu,767.0,724.1054514866198,1.0592379858835697,23.5,0.0582014464571321,6.0
K054,28237,Bupyeong-gu,828.0,800.3747086572027,1.0345154476322027,21.84,0.034536833035585524,4.0
K055,28245,Gyeyang-gu,477.0,418.2389464859914,1.140496369378591,23.96,0.13251124841027107,5.0
K056,28260,Seo-gu,599.0,600.2232159116014,0.9979620649798698,21.299999999999997,-0.001205638083206395,6.0
K057,29110,Dong-gu,212.0,240.578308103133,0.8812099547608347,20.06,-0.1241036536018365,4.0
K058,29140,Seo-gu,473.0,449.8210732411651,1.0515292149205466,20.12,0.051302023951212306,4.0
K059,29155,Nam-gu,382.0,396.1282087832942,0.9643342522192778,19.659999999999997,-0.03500926514284863,5.0
K060,29170,Buk-gu,692.0,682.146714602623,1.014444525182705,20.060000000000002,0.015063479303125682,6.0
K061,29200,Gwangsan-gu,491.0,417.71430573266065,1.1754445401116873,21.080000000000002,0.16266421984926005,6.0
K062,30110,Dong-gu,442.0,450.72176891920304,0.9806493284313353,22.78,-0.01840976432449626,6.0
K063,30140,Jung-gu,523.0,488.6429757681083,1.0703110981548136,21.96,0.06890491840015223,4.0
K064,30170,Seo-gu,626.0,661.4589973105193,0.9463927507907596,21.72,-0.05429922288434952,6.0
K065,30200,Yuseong-gu,317.0,364.26076303398355,0.8702556854042104,16.66,-0.13739217478641397,6.0
K066,30230,Daedeok-gu,292.0,299.58790353196497,0.9746721965656555,23.139999999999997,-0.023943208762069013,6.0
K067,31110,Jung-gu,358.0,340.18240366727105,1.052376596028042,21.520000000000003,0.05244670490982539,3.0
K068,31140,Nam-gu,418.0,406.40293136579817,1.0285358882506768,19.4,0.029331780684878517,3.0
K069,31170,Dong-gu,218.0,199.2023979308618,1.0943643362951,22.34,0.09246463165206897,1.0
K070,31200,Buk-gu,217.0,188.8915527011768,1.1488073283154714,20.060000000000002,0.14102579538444893,5.0
K071,31710,Ulju-gun,429.0,345.0411366536052,1.2433300103305742,21.080000000000002,0.21895809482396178,8.0
K072,36110,Sejong-si,394.0,332.00780798264634,1.186719078668758,17.44,0.17246065362596585,5.0
K073,41111,"Jangan-gu, Suwon-si",395.0,405.8844823051398,0.973183300225415,20.62,-0.025917805566704644,5.0
K074,41113,"Gwonseon-gu, Suwon-si",408.0,431.1757641606732,0.9462498449888825,22.780000000000005,-0.0540238981508363,6.0
K075,41115,"Paldal-gu, Suwon-si",325.0,299.8853042868387,1.0837476707065954,22.2,0.08196237913885263,3.0
K076,41117,"Yeongtong-gu, Suwon-si",272.0,283.9299905490619,0.9579826332329607,17.16,-0.04108908151760282,6.0
K077,41131,"Sujeong-gu, Seongnam-si",369.0,372.2891296238912,0.9911651204341796,25.080000000000002,-0.007520042169685048,8.0
K078,41133,"Jungwon-gu, Seongnam-si",436.0,364.91285351433294,1.1948058167890074,24.639999999999997,0.17912980769925202,4.0
K079,41135,"Bundang-gu, Seongnam-si",503.0,700.6397022142415,0.7179153542260908,15.24,-0.33041006587474353,5.0
K080,41150,Uijeongbu-si,713.0,716.8817363992197,0.9945852485812834,22.860000000000003,-0.004728447817756276,5.0
K081,41171,"Manan-gu, Anyang-si",384.0,401.10959625540806,0.9573443357747207,20.9,-0.042290908389309934,7.0
K082,41173,"Dongan-gu, Anyang-si",357.0,428.1379297998264,0.833843430239674,18.08,-0.18031004741868184,5.0
K083,41190,Bucheon-si,1163.0,1170.8137914859199,0.9933261876971887,20.8,-0.0062663515464223,8.0
K084,41210,Gwangmyeong-si,474.0,469.65891012732766,1.0092430693404613,19.2,0.01025490994373257,5.0
K085,41220,Pyeongtaek-si,746.0,698.4723547609352,1.0680451343780557,22.34,0.06650001707414077,7.0
K086,41250,Dongducheon-si,201.0,201.50416547635646,0.9974979898050017,26.76,-2.0672125567777755e-05,3.0
K087,41271,"Sangnok-gu, Ansan-si",464.0,454.3555343103807,1.0212266935501462,24.76,0.022081551466174076,7.0
K088,41273,"Danwon-gu, Ansan-si",347.0,355.18351511499566,0.9769597552624419,24.2,-0.02186993488696043,3.0
K089,41281,"Deogyang-gu, Goyang-si",679.0,718.1635349261182,0.9454671073905928,22.82,-0.055340074043681575,8.0
K090,41285,"Ilsandong-gu, Goyang-si",371.0,415.5765710711158,0.8927356011523383,18.88,-0.1121180197320868,3.0
K091,41287,"Ilsanseo-gu, Goyang-si",336.0,428.2557521860296,0.7845779030051306,19.14,-0.24112241987052396,3.0
K092,41290,Gwacheon-si,69.0,100.31778523090654,0.6878142279674456,13.919999999999998,-0.36701624702577007,5.0
K093,41310,Guri-si,276.0,277.28041240324995,0.9953822471910211,19.02,-0.002818492320772137,4.0
K094,41360,Namyangju-si,953.0,1009.0477726751632,0.9444547877782132,22.28,-0.056622940748479955,8.0
K095,41370,Osan-si,227.0,221.55678693698857,1.0245680267269786,22.919999999999998,0.02647130733076697,2.0
K096,41390,Siheung-si,458.0,464.7086921002721,0.9855636612477553,23.68,-0.01345044897582337,6.0
K097,41410,Gunpo-si,342.0,396.6046663059868,0.8623196574700449,19.98,-0.14666832408824604,4.0
K098,41430,Uiwang-si,193.0,235.42219822101555,0.8198037460291261,19.38,-0.19610297791468767,9.0
K099,41450,Hanam-si,277.0,313.9580693379628,0.8822834227006952,18.599999999999998,-0.12343850666464107,6.0
K100,41461,"Cheoin-gu, Yongin-si",423.0,381.34214890650725,1.1092400911175069,23.96,0.10485651332586787,7.0
K101,41463,"Giheung-gu, Yongin-si",438.0,570.8290172048935,0.7673050717440739,16.88,-0.263729908526531,4.0
K102,41465,"Suji-gu, Yongin-si",350.0,509.70942758229023,0.6866657374970647,16.32,-0.3744801070359651,7.0
K103,41480,Paju-si,722.0,689.4668559280949,1.0471859434462765,22.619999999999997,0.046798793628566315,5.0
K104,41500,Icheon-si,355.0,343.77723560815923,1.0326454553396682,24.220000000000002,0.03353137254101313,5.0
K105,41550,Anseong-si,365.0,352.47734992695,1.0355275312744074,22.380000000000003,0.036279914528368096,6.0
K106,41570,Gimpo-si,485.0,550.7635490269317,0.880595676414824,20.0,-0.12612629869601033,4.0
K107,41590,Hwaseong-si,722.0,745.4087208606087,0.9685961269227139,21.220000000000002,-0.03121526656164786,8.0
K108,41610,Gwangju-si,423.0,490.61288117894406,0.8621869017860474,23.82,-0.14710187335772407,9.0
K109,41630,Yangju-si,343.0,362.84720682690755,0.9453014755150769,22.619999999999997,-0.054794716159459966,8.0
K110,41650,Pocheon-si,374.0,327.7640866763184,1.1410646108075337,24.919999999999998,0.13329770129407503,8.0
K111,41670,Yeoju-si,271.0,263.3645406575615,1.0289919794190003,21.8,0.030422980776465103,6.0
K112,41800,Yeoncheon-gun,138.0,129.0463292112064,1.0693833822590908,24.46,0.07069884456933195,5.0
K113,41820,Gapyeong-gun,179.0,179.44805256516642,0.9975031628442793,22.54,0.0002894426356405688,6.0
K114,41830,Yangpyeong-gun,318.0,312.60858014851436,1.017246551098899,21.36,0.018670609709538155,7.0
K115,42110,Chuncheon-si,510.0,556.9652000915297,0.9156765986747258,22.18,-0.0871121229767482,5.0
K116,42130,Wonju-si,642.0,578.160282248186,1.1104187190160697,24.28,0.10551568161124525,6.0
K117,42150,Gangneung-si,518.0,483.44365526715274,1.071479570279501,22.119999999999997,0.07000525469179131,5.0
K118,42170,Donghae-si,215.0,192.74526226248986,1.115461918369763,21.979999999999997,0.11159147710418882,3.0
K119,42190,Taebaek-si,133.0,107.02355924524504,1.2427170329406614,25.3,0.22105248775232322,4.0
K120,42210,Sokcho-si,186.0,164.75288225809086,1.1289635571208085,23.759999999999998,0.12398457111625216,3.0
K121,42230,Samcheok-si,187.0,180.56309775962967,1.0356490463457784,23.639999999999997,0.03769855664810162,5.0
K122,42720,Hongcheon-gun,208.0,201.23843191957093,1.0335997851699197,23.28,0.035448607737277094,8.0
K123,42730,Hoengseong-gun,164.0,151.3606540200271,1.0835048319644585,23.3,0.0832451439543549,5.0
K124,42750,Yeongwol-gun,141.0,125.05719446068699,1.1274841132336837,23.7,0.12352852874217835,9.0
K125,42760,Pyeongchang-gun,134.0,127.68824083956397,1.0494310135290104,23.2,0.051972524506815,5.0
K126,42770,Jeongseon-gun,131.0,109.1301097414825,1.200401981729194,25.28,0.18646601389007778,6.0
K127,42780,Cheorwon-gun,111.0,113.10408142492595,0.9813969451993423,22.3,-0.014283878440157771,3.0
K128,42790,Hwacheon-gun,56.0,62.63596926862586,0.8940549759808731,21.26,-0.10309906389631518,5.0
K129,42800,Yanggu-gun,64.0,53.614892476444744,1.1936981880196416,21.060000000000002,0.1848383496068733,3.0
K130,42810,Inje-gun,82.0,75.52167566582648,1.0857809930335665,24.380000000000003,0.08837858337790472,6.0
K131,42820,Goseong-gun,97.0,88.49573920964774,1.0960979688548116,23.380000000000003,0.09689797167265635,2.0
K132,42830,Yangyang-gun,106.0,89.00521280247487,1.1909414815426695,23.02,0.1794500463182187,4.0
K133,43111,"Sangdang-gu, Cheongju-si",319.0,310.3720388503121,1.0277987707322085,21.520000000000003,0.028985570589543208,7.0
K134,43112,"Seowon-gu, Cheongju-si",335.0,322.42294210382295,1.0390079496642244,20.1,0.039757787939382894,6.0
K135,43113,"Heungdeok-gu, Cheongju-si",370.0,320.0035587693665,1.1562371413083783,21.98,0.1465213278499382,4.0
K136,43114,"Cheongwon-gu, Cheongju-si",314.0,267.8367936807412,1.1723557308346697,22.54,0.16060625993574984,6.0
K137,43130,Chungju-si,472.0,457.605426340325,1.0314563001903077,24.58,0.03203044867731819,6.0
K138,43150,Jecheon-si,293.0,314.9042888367795,0.9304414401033043,24.020000000000003,-0.07039110842464336,5.0
K139,43720,Boeun-gun,145.0,130.4360719650462,1.1116556778776394,23.140000000000004,0.10929284987395338,5.0
K140,43730,Okcheon-gun,200.0,168.05850972836478,1.1900617250698144,21.46,0.17650205578340028,5.0
K141,43740,Yeongdong-gun,193.0,171.54429171134223,1.1250738691134143,22.34,0.12043601849986274,5.0
K142,43745,Jeungpyeong-gun,91.0,69.50977013282326,1.309168478418386,23.8,0.2748716521401189,5.0
K143,43750,Jincheon-gun,156.0,150.0466383900984,1.0396767410038457,25.279999999999998,0.04210984160971076,6.0
K144,43760,Goesan-gun,168.0,146.43609722777967,1.147258109034946,21.700000000000003,0.1403466128940245,7.0
K145,43770,Eumseong-gun,256.0,223.4470401150928,1.1456853483856393,25.339999999999996,0.13795423561539177,7.0
K146,43800,Danyang-gun,129.0,98.99661068718305,1.303074914429383,24.119999999999997,0.26859526707405035,5.0
K147,44131,"Dongnam-gu, Cheonan-si",441.0,406.5615862103804,1.0847065117750672,23.9,0.08244259893908712,7.0
K148,44133,"Seobuk-gu, Cheonan-si",402.0,377.88674346833153,1.0638108029679778,23.9,0.06310056658835617,5.0
K149,44150,Gongju-si,323.0,314.05764652550056,1.02847360531874,21.02,0.02962255722202478,9.0
K150,44180,Boryeong-si,332.0,285.96326455505545,1.1609882846895576,23.759999999999998,0.15077650313759428,4.0
K151,44200,Asan-si,496.0,461.6221938248584,1.074471736053888,22.08,0.072836689237322,6.0
K152,44210,Seosan-si,355.0,363.2188132722587,0.9773722809173485,22.74,-0.02148019479943919,4.0
K153,44230,Nonsan-si,362.0,355.7786020258437,1.0174867120696156,23.84,0.018715841327255234,7.0
K154,44250,Gyeryong-si,39.0,53.1717446359217,0.7334722655245063,17.04,-0.2972264674823979,4.0
K155,44270,Dangjin-si,375.0,359.45579589095,1.043243715323944,23.44,0.043667261572825744,4.0
K156,44710,Geumsan-gun,186.0,181.72985955274214,1.023497186746125,21.52,0.025909942825742327,9.0
K157,44760,Buyeo-gun,240.0,264.0071490983794,0.9090662916501804,21.34,-0.09325609315194949,6.0
K158,44770,Seocheon-gun,258.0,219.66500812453404,1.1745156964359695,22.06,0.16279199841026504,2.0
K159,44790,Cheongyang-gun,116.0,132.373095254951,0.8763110039588001,21.880000000000003,-0.12773314180342332,5.0
K160,44800,Hongseong-gun,290.0,270.16054292158105,1.0734358054802167,20.82,0.07258719058689422,4.0
K161,44810,Yesan-gun,289.0,280.4296851760894,1.0305613680610493,21.500000000000004,0.0318322802090476,6.0
K162,44825,Taean-gun,220.0,207.04080975366833,1.0625924437880154,22.740000000000002,0.06298177248431092,1.0
K163,45111,"Wansan-gu, Jeonju-si",542.0,576.5338436486684,0.9401009255066164,19.419999999999998,-0.060845957946372486,3.0
K164,45113,"Deokjin-gu, Jeonju-si",440.0,467.545802720661,0.9410842690483557,19.419999999999998,-0.05958687228742843,4.0
K165,45130,Gunsan-si,563.0,531.4405061101305,1.0593848107681303,21.059999999999995,0.058576077786006486,3.0
K166,45140,Iksan-si,589.0,610.3001723720498,0.965098858993825,21.279999999999998,-0.03467620201121058,6.0
K167,45180,Jeongeup-si,357.0,341.74612026619354,1.0446351218908494,22.46,0.045067239143986804,7.0
K168,45190,Namwon-si,265.0,255.7598185801852,1.036128354606718,20.880000000000003,0.037376045266813485,7.0
K169,45210,Gimje-si,278.0,302.2915654988601,0.9196419342406307,21.78,-0.08197394093342947,7.0
K170,45710,Wanju-gun,204.0,236.23225161958936,0.8635569385695322,21.24,-0.1442474626492123,9.0
K171,45720,Jinan-gun,115.0,101.51697061952203,1.1328155213674702,20.04,0.12904454723417924,5.0
K172,45730,Muju-gun,108.0,93.66668915950254,1.1530246341481083,19.06,0.1470075521778691,6.0
K173,45740,Jangsu-gun,91.0,85.75947713591742,1.061107215658242,21.259999999999998,0.06479237180689079,6.0
K174,45750,Imsil-gun,123.0,118.73065954805426,1.0359581970503398,20.1,0.0393835933812996,6.0
K175,45770,Sunchang-gun,133.0,110.99157203973809,1.1982891813838106,20.58,0.18464720698054116,6.0
K176,45790,Gochang-gun,250.0,212.88548960583628,1.1743402542976618,21.56,0.162704506862549,4.0
K177,45800,Buan-gun,194.0,195.7848423895221,0.9908836538736175,21.78,-0.006584150300360747,4.0
K178,46110,Mokpo-si,458.0,393.0197616947976,1.165335804044539,22.32,0.1541003968807857,2.0
K179,46130,Yeosu-si,566.0,572.5161682809855,0.9886183681055668,22.04,-0.010563896100387993,2.0
K180,46150,Suncheon-si,430.0,489.6569285254257,0.878165864608351,20.2,-0.1287576761538265,6.0
K181,46170,Naju-si,275.0,283.24288065346303,0.970898189446294,20.48,-0.02771713650134533,6.0
K182,46230,Gwangyang-si,226.0,227.80181168459362,0.9920904418131303,20.98,-0.005731059019709939,4.0
K183,46710,Damyang-gun,132.0,163.0794395794715,0.809421471770965,19.22,-0.20765479604273374,5.0
K184,46720,Gokseong-gun,135.0,120.46880157917681,1.120622088294559,20.76,0.11758082896814681,6.0
K185,46730,Gurye-gun,118.0,99.34322252584381,1.1878012107902247,21.580000000000002,0.17633221206392413,5.0
K186,46770,Goheung-gun,301.0,302.6686126619277,0.9944869980165685,16.360000000000003,-0.003868503245035626,1.0
K187,46780,Boseong-gun,157.0,182.60370087954175,0.8597854218933287,22.56,-0.14789277737622175,4.0
K188,46790,Hwasun-gun,205.0,187.1633491278799,1.0952999129115453,22.119999999999997,0.0934642736343907,10.0
K189,46800,Jangheung-gun,149.0,151.88783383438044,0.9809870628774036,20.18,-0.0158459203071315,4.0
K190,46810,Gangjin-gun,147.0,137.4886047469288,1.0691795168812612,19.96,0.0702871366753266,3.0
K191,46820,Haenam-gun,306.0,252.66770243924853,1.2110768295507603,22.68,0.1931425590466258,2.0
K192,46830,Yeongam-gun,184.0,163.0591793029024,1.1284246663488808,22.18,0.12353626535732776,7.0
K193,46840,Muan-gun,212.0,191.130088669557,1.1091921814912395,19.44,0.10598769964531307,5.0
K194,46860,Hampyeong-gun,154.0,133.5134512321252,1.1534418336041445,20.439999999999998,0.14599186528019992,5.0
K195,46870,Yeonggwang-gun,207.0,173.6528260780966,1.1920335803052593,22.720000000000002,0.1780732860487655,3.0
K196,46880,Jangseong-gun,138.0,152.28171810781726,0.9062151498861759,20.619999999999997,-0.09486188838050058,8.0
K197,46900,Jindo-gun,143.0,114.84421343223939,1.2451650433774197,22.9,0.22275849103226442,1.0
K198,46910,Sinan-gun,159.0,162.96136663943554,0.9756913756853772,23.76,-0.02146923600750128,2.0
K199,47111,"Nam-gu, Pohang-si",454.0,408.57071689426687,1.1111907467355024,22.380000000000003,0.1065329007276441,2.0
K200,47113,"Buk-gu, Pohang-si",506.0,475.4450251576527,1.064266052278527,21.959999999999997,0.06327306319760506,5.0
K201,47130,Gyeongju-si,685.0,601.280307152125,1.1392357139457983,22.2,0.1310872719469618,6.0
K202,47150,Gimcheon-si,401.0,357.26902814626743,1.1224034786352344,22.0,0.1167184551645537,7.0
K203,47170,Andong-si,479.0,437.2221436939379,1.0955529286625227,20.84,0.09230249041548255,6.0
K204,47190,Gumi-si,484.0,442.07134596604584,1.0948458985558738,19.86,0.09164614606654453,5.0
K205,47210,Yeongju-si,309.0,310.4241808010269,0.995412146059782,22.06,-0.002981595215368671,5.0
K206,47230,Yeongcheon-si,400.0,307.3810452672253,1.301316415435621,24.400000000000002,0.2646255987649697,7.0
K207,47250,Sangju-si,420.0,342.3639210755074,1.2267647790707776,21.72,0.2055702113879878,9.0
K208,47280,Mungyeong-si,293.0,234.36730083174342,1.25017440129308,23.119999999999997,0.22498809286760313,6.0
K209,47290,Gyeongsan-si,464.0,460.3950712224536,1.0078300768250503,22.68,0.008876586888200144,5.0
K210,47720,Gunwi-gun,120.0,108.02447547156302,1.110859362900489,24.219999999999995,0.10929192674530164,6.0
K211,47730,Uiseong-gun,296.0,245.34966932231316,1.206441405923185,25.000000000000004,0.18936280368222125,6.0
K212,47750,Cheongsong-gun,138.0,106.23778628059475,1.298972849787316,21.16,0.26519047708365573,7.0
K213,47760,Yeongyang-gun,88.0,71.61587645531596,1.2287778123459365,21.04,0.21168576442482845,5.0
K214,47770,Yeongdeok-gun,154.0,151.32676883984053,1.0176652893645588,19.18,0.02075256561570704,4.0
K215,47820,Cheongdo-gun,184.0,173.82696676500032,1.0585239069882222,21.18,0.05958910293272801,7.0
K216,47830,Goryeong-gun,110.0,111.35185994982639,0.9878595656108886,24.88,-0.007679576241685027,5.0
K217,47840,Seongju-gun,181.0,154.1449969260087,1.1742191028547102,23.74,0.16336195578002854,6.0
K218,47850,Chilgok-gun,211.0,201.23526513995512,1.0485239744298978,25.380000000000003,0.049750301564008836,7.0
K219,47900,Yecheon-gun,240.0,189.75394533171618,1.2647958364209333,20.119999999999997,0.236991881224224,6.0
K220,47920,Bonghwa-gun,164.0,135.30461795685346,1.2120798423324846,24.52,0.1953819043705396,7.0
K221,47930,Uljin-gun,168.0,155.2917219156753,1.0818348713476522,19.34,0.08163032488542044,4.0
K222,48121,"Uichang-gu, Changwon-si",352.0,342.85601622124904,1.0266700403263458,20.22,0.027740040998355475,6.0
K223,48123,"Seongsan-gu, Changwon-si",185.0,209.59370780917743,0.88266008523706,20.22,-0.12211604995440606,3.0
K224,48125,"Masanhappo-gu, Changwon-si",422.0,376.0206108601617,1.1222789065595598,20.22,0.11654548879223103,4.0
K225,48127,"Masanhoewon-gu, Changwon-si",376.0,334.3243885239393,1.124656210873699,20.22,0.11880630246970636,3.0
K226,48129,"Jinhae-gu, Changwon-si",287.0,280.9572363035253,1.0215077702784154,20.22,0.02302038645803517,3.0
K227,48170,Jinju-si,659.0,612.3326297883139,1.076212450458208,17.999999999999996,0.07420632456858467,7.0
K228,48220,Tongyeong-si,340.0,258.5693610801848,1.3149276409998274,24.1,0.2752511462394649,1.0
K229,48240,Sacheon-si,317.0,257.61215691422854,1.2305319896278983,20.82,0.20902263222608397,3.0
K230,48250,Gimhae-si,661.0,636.5121099572729,1.0384719939489775,21.080000000000002,0.038506539882650515,7.0
K231,48270,Miryang-si,366.0,308.09735006649356,1.1879362153585868,21.279999999999998,0.17358271664879155,6.0
K232,48330,Yangsan-si,437.0,466.4814788040454,0.936800322963241,22.839999999999996,-0.06414161124507256,6.0
K233,48720,Uiryeong-gun,129.0,113.95582508148335,1.132017603380603,21.52,0.12787000712758,4.0
K234,48730,Haman-gun,207.0,172.31962215380497,1.201256115889349,21.360000000000003,0.1857803189658389,6.0
K235,48740,Changnyeong-gun,243.0,205.45390562650755,1.1827470461513012,22.12,0.16989523726679678,7.0
K236,48820,Goseong-gun,225.0,176.42728775256663,1.275312922769379,23.2,0.24541133485882227,4.0
K237,48850,Hadong-gun,187.0,177.1356154076642,1.0556883186344748,19.639999999999997,0.05686321746552281,7.0
K238,48860,Sancheong-gun,140.0,141.7064138405028,0.9879581044057509,18.24,-0.008549920416487389,6.0
K239,48870,Hamyang-gun,156.0,147.38550029525686,1.0584487597998835,21.02,0.060004404837971315,5.0
K240,48880,Geochang-gun,182.0,191.95037626105733,0.9481617256768251,21.360000000000003,-0.05048670862581606,7.0
K241,48890,Hapcheon-gun,215.0,199.25789004063034,1.0790036969485108,22.52,0.07836099395921625,6.0
