n_areas,n_edges,mean_degree,median_degree,degree_q90,median_edge_dissimilarity,scale_m,covariate_moran_i,median_log_exposure,source,application,configuration
155.0,447.0,5.767741935483871,6.0,7.0,0.9697480055384042,0.7147704110771642,-0.0693013322697967,5.647193476987193,training,,55.0
151.0,436.0,5.774834437086093,6.0,7.0,0.8487876168137223,0.8166320606348639,0.051530348694286826,5.537913960123188,training,,56.0
70.0,196.0,5.6,6.0,7.0,0.927963501964298,0.7469552187049411,-0.009139517576997819,6.2794437691204585,training,,57.0
168.0,489.0,5.821428571428571,6.0,8.0,1.042203700317573,0.6650784106300278,-0.043642279304310756,5.681647189848439,training,,58.0
132.0,380.0,5.757575757575758,6.0,7.0,0.9630467469286891,0.7197440651458541,0.017065106885298383,5.117277935198242,training,,59.0
57.0,158.0,5.543859649122807,5.0,7.0,0.9752480647057482,0.7107393550881658,-0.08829699965697207,5.654527941203467,training,,60.0
178.0,516.0,5.797752808988764,6.0,7.0,0.9834293086368935,0.7048266453647788,-0.06458728550469517,5.751834663286523,training,,61.0
76.0,214.0,5.631578947368421,5.0,8.0,0.9635219496724304,0.7193890920654119,-0.05367737669362621,5.391758019907228,training,,62.0
265.0,778.0,5.871698113207547,6.0,8.0,0.9288863411865851,0.7462131262200496,-0.008871056705074671,5.202060926154291,training,,63.0
184.0,536.0,5.826086956521739,6.0,7.0,1.032604250987069,0.6712612115409792,-0.039762434180244915,5.199387107858083,training,,64.0
54.0,149.0,5.518518518518518,5.0,7.0,1.0007264767290704,0.6926439908190848,-0.005245034753195856,4.752227924181478,training,,65.0
244.0,715.0,5.860655737704918,6.0,8.0,0.9911490621707411,0.6993369685906435,-0.010756650537943288,5.768701436337526,training,,66.0
105.0,301.0,5.733333333333333,6.0,7.6000000000000085,0.9851446189103683,0.7035994180495139,-0.12301071803377776,5.201315083632478,training,,67.0
116.0,331.0,5.706896551724138,6.0,7.0,0.9183360067221835,0.7547860211144234,0.06975969728210156,6.207829804949319,training,,68.0
42.0,115.0,5.476190476190476,5.0,7.0,0.9894632960292946,0.7005284413697176,0.016641761000165775,6.372460162956125,training,,69.0
254.0,748.0,5.889763779527559,6.0,8.0,0.9227447719024275,0.7511797429433063,-0.03198214697648874,5.354393666974074,training,,70.0
294.0,865.0,5.884353741496598,6.0,8.0,0.9534147838132745,0.727015347703794,0.007274332195682214,5.776899438334178,training,,71.0
267.0,783.0,5.865168539325842,6.0,8.0,0.9264276203124262,0.7481935613342249,0.008080249145658712,5.387458415794557,training,,72.0
104.0,295.0,5.673076923076923,6.0,7.700000000000003,1.0294007467658193,0.6733501823635561,0.03926170281331096,4.678878147305912,training,,73.0
191.0,552.0,5.780104712041885,6.0,7.0,0.981453605040679,0.7062454883246528,-0.0025214340037867876,4.856653850037465,training,,74.0
90.0,254.0,5.644444444444445,6.0,7.0,0.9122485546209664,0.7598227227095401,-0.049896171865305275,4.6371050656935076,training,,75.0
260.0,764.0,5.876923076923077,6.0,7.0,1.000569409210154,0.6927527207803736,-0.03680658210716676,5.450216983242978,training,,76.0
191.0,560.0,5.863874345549738,6.0,7.0,0.9258640028748839,0.7486490223268928,0.05361087988300354,5.08985175537011,training,,77.0
152.0,437.0,5.75,6.0,7.0,1.0043765036340473,0.6901268379457223,-0.038035069429977794,5.280315504842436,training,,78.0
80.0,229.0,5.725,6.0,8.0,1.0320792138780415,0.6716026940950028,-0.08689053446769286,7.006094417680115,training,,79.0
220.0,647.0,5.881818181818182,6.0,8.0,0.8538077442544809,0.8118305148018778,0.03083482131332648,5.714511406376407,training,,80.0
240.0,701.0,5.841666666666667,6.0,8.0,0.9674215426088738,0.7164892965797672,-0.025813593252767674,5.017709606618299,training,,81.0
77.0,216.0,5.6103896103896105,5.0,7.0,0.8903553192451048,0.7785062497831045,0.06846046550716027,5.576683802316876,training,,82.0
95.0,268.0,5.6421052631578945,6.0,7.0,0.9371072767731222,0.7396668425697853,0.011907281898765096,4.963785076466112,training,,83.0
142.0,412.0,5.802816901408451,6.0,7.0,0.907843036530801,0.763509938027077,0.06981865575884301,6.061416673393938,training,,84.0
229.0,670.0,5.851528384279476,6.0,8.0,0.822803548266633,0.8424212341088835,0.08711259851593231,5.193832301462992,training,,85.0
