from_index0,to_index0,from_id,to_id,edge_dissimilarity,boundary_prob_abi,boundary_median_abi,boundary_prob,boundary_median_car
168,176,45210,45800,0.0,0.0,0,0.0,0
169,170,45710,45720,0.5624212,0.0,0,0.0,0
169,173,45710,45750,0.5343004,0.0,0,0.0,0
170,171,45720,45730,0.45931172,0.0,0,0.0,0
170,172,45720,45740,0.5717951,0.0,0,0.0,0
170,173,45720,45750,0.028120816,0.0,0,0.0,0
171,172,45730,45740,1.0311068,0.26821,0,0.0,0
171,201,45730,47150,1.3779334,0.42565,0,0.0003999999999999,0
171,239,45730,48880,1.0779755,0.2945,0,0.0,0
172,173,45740,45750,0.5436743,0.0,0,0.0,0
172,238,45740,48870,0.11248424,0.0,0,0.0,0
172,239,45740,48880,0.04686866,0.0,0,0.0,0
173,174,45750,45770,0.2249685,0.0,0,0.0,0
174,182,45770,46710,0.6374116,0.0,0,0.0,0
174,183,45770,46720,0.0843634,0.0,0,0.0,0
174,195,45770,46880,0.018747807,0.0,0,0.0,0
175,176,45790,45800,0.103111215,0.0,0,0.0,0
175,194,45790,46870,0.5436743,0.0,0,0.0,0
175,195,45790,46880,0.44056305,0.0,0,0.0,0
177,191,46110,46830,0.065615594,0.0,0,0.0,0
177,192,46110,46840,1.3498117,0.41604,0,0.0002999999999999,0
178,179,46130,46150,0.86238,0.15628,0,0.0,0
178,181,46130,46230,0.4968065,0.0,0,0.0,0
179,181,46150,46230,0.36557353,0.0,0,0.0,0
179,183,46150,46720,0.2624632,0.0,0,0.0,0
179,184,46150,46730,0.64678454,0.0,0,0.0,0
179,186,46150,46780,1.1060954,0.30835,0,0.0,0
179,187,46150,46790,0.8998748,0.18422,0,0.0,0
180,187,46170,46790,0.7686436,0.07232,0,0.0,0
180,191,46170,46830,0.79676443,0.09969,0,0.0,0
180,192,46170,46840,0.48743168,0.0,0,0.0,0
180,193,46170,46860,0.018746942,0.0,0,0.0,0
181,184,46230,46730,0.28121102,0.0,0,0.0,0
181,236,46230,48850,0.62803763,0.0,0,0.0,0
182,183,46710,46720,0.721775,0.02549,0,0.0,0
182,187,46710,46790,1.3591865,0.41932,0,0.0002999999999999,0
182,195,46710,46880,0.6561594,0.0,0,0.0,0
183,184,46720,46730,0.38432136,0.0,0,0.0,0
183,187,46720,46790,0.6374116,0.0,0,0.0,0
184,236,46730,48850,0.90924865,0.19078,0,0.0,0
185,186,46770,46780,2.905845,0.7023,1,0.9475,1
186,187,46780,46790,0.20622066,0.0,0,0.0,0
186,188,46780,46800,1.1154693,0.31299,0,0.0,0
187,188,46790,46800,0.9092487,0.19078,0,0.0,0
187,191,46790,46830,0.028120816,0.0,0,0.0,0
188,189,46800,46810,0.10311121,0.0,0,0.0,0
188,191,46800,46830,0.93736947,0.21027,0,0.0,0
189,190,46810,46820,1.2748231,0.38645,0,9.9999999999989e-05,0
189,191,46810,46830,1.0404807,0.27389,0,0.0,0
190,191,46820,46830,0.23434237,0.0,0,0.0,0
191,192,46830,46840,1.2841961,0.39042,0,0.0002999999999999,0
192,193,46840,46860,0.46868473,0.0,0,0.0,0
192,197,46840,46910,2.024718,0.59286,1,0.7989,1
193,194,46860,46870,1.0686007,0.28966,0,0.0,0
193,195,46860,46880,0.0843634,0.0,0,0.0,0
194,195,46870,46880,0.9842373,0.24,0,0.0,0
196,197,46900,46910,0.4030692,0.0,0,0.0,0
198,199,47111,47113,0.19684765,0.0,0,0.0,0
198,200,47111,47130,0.08436251,0.0,0,0.0,0
199,200,47113,47130,0.11248514,0.0,0,0.0,0
199,205,47113,47230,1.143591,0.32742,0,0.0,0
199,211,47113,47750,0.37494743,0.0,0,0.0,0
199,213,47113,47770,1.302943,0.39777,0,0.0002999999999999,0
200,205,47130,47230,1.0311059,0.26821,0,0.0,0
200,214,47130,47820,0.4780587,0.0,0,0.0,0
201,203,47150,47190,1.0029851,0.25119,0,0.0,0
201,206,47150,47250,0.13123205,0.0,0,0.0,0
201,216,47150,47840,0.8155114,0.11731,0,0.0,0
201,217,47150,47850,1.5841541,0.49265,0,0.0732,0
201,239,47150,48880,0.29995796,0.0,0,0.0,0
202,204,47170,47210,0.5717951,0.0,0,0.0,0
202,210,47170,47730,1.9497286,0.57867,1,0.7813,1
202,211,47170,47750,0.14997898,0.0,0,0.0,0
202,212,47170,47760,0.093737304,0.0,0,0.0,0
202,218,47170,47900,0.33745274,0.0,0,0.0,0
202,219,47170,47920,1.72476,0.52944,1,0.1864,0
203,206,47190,47250,0.87175304,0.16298,0,0.0,0
203,209,47190,47720,2.043465,0.59609,1,0.8026,1
203,210,47190,47730,2.4090395,0.64902,1,0.868,1
203,217,47190,47850,2.5871391,0.67044,1,0.9293,1
204,218,47210,47900,0.9092478,0.19078,0,0.0,0
204,219,47210,47920,1.152965,0.33191,0,0.0,0
205,208,47230,47290,0.80613744,0.10861,0,0.0,0
205,209,47230,47720,0.08436334,0.0,0,0.0,0
205,211,47230,47750,1.5185385,0.47261,0,0.0083999999999999,0
205,214,47230,47820,1.5091646,0.46932,0,0.0078,0
206,207,47250,47280,0.6561594,0.0,0,0.0,0
206,210,47250,47730,1.5372864,0.47817,0,0.0107,0
206,218,47250,47900,0.7498949,0.05347,0,0.0,0
207,218,47280,47900,1.4060543,0.43604,0,0.0013999999999999,0
208,214,47290,47820,0.7030271,0.00536,0,0.0,0
209,210,47720,47730,0.36557448,0.0,0,0.0,0
209,211,47720,47750,1.4341751,0.44561,0,0.0026,0
209,217,47720,47850,0.54367423,0.0,0,0.0,0
210,211,47730,47750,1.7997496,0.54705,1,0.5612,1
210,218,47730,47900,2.2871814,0.63333,1,0.8243,1
211,212,47750,47760,0.056241676,0.0,0,0.0,0
211,213,47750,47770,0.92799556,0.20383,0,0.0,0
212,213,47760,47770,0.87175393,0.16298,0,0.0,0
212,219,47760,47920,1.6310227,0.50517,1,0.1273,0
212,220,47760,47930,0.7967645,0.09969,0,0.0,0
213,220,47770,47930,0.07498944,0.0,0,0.0,0
214,230,47820,48270,0.046868652,0.0,0,0.0,0
214,234,47820,48740,0.44056392,0.0,0,0.0,0
215,216,47830,47840,0.5343003,0.0,0,0.0,0
215,234,47830,48740,1.2935692,0.39395,0,0.0002999999999999,0
215,240,47830,48890,1.1060954,0.30835,0,0.0,0
216,217,47840,47850,0.76864266,0.07232,0,0.0,0
216,239,47840,48880,1.1154693,0.31299,0,0.0,0
216,240,47840,48890,0.5717951,0.0,0,0.0,0
219,220,47920,47930,2.4277873,0.65154,1,0.8783,1
221,222,48121,48123,0.0,0.0,0,0.0,0
221,224,48121,48127,0.0,0.0,0,0.0,0
221,229,48121,48250,0.4030692,0.0,0,0.0,0
221,230,48121,48270,0.4968065,0.0,0,0.0,0
221,233,48121,48730,0.5343012,0.0,0,0.0,0
221,234,48121,48740,0.89050174,0.17703,0,0.0,0
222,225,48123,48129,0.0,0.0,0,0.0,0
222,229,48123,48250,0.4030692,0.0,0,0.0,0
223,224,48125,48127,0.0,0.0,0,0.0,0
223,226,48125,48170,1.0404799,0.27389,0,0.0,0
223,233,48125,48730,0.5343012,0.0,0,0.0,0
223,235,48125,48820,1.3966813,0.43251,0,0.0009,0
224,233,48127,48730,0.5343012,0.0,0,0.0,0
225,229,48129,48250,0.4030692,0.0,0,0.0,0
226,228,48170,48240,1.3216909,0.40513,0,0.0002999999999999,0
226,232,48170,48720,1.6497706,0.51056,1,0.1352,0
226,233,48170,48730,1.5747812,0.48959,0,0.0584,0
226,235,48170,48820,2.4371612,0.65278,1,0.883,1
226,236,48170,48850,0.7686428,0.07232,0,0.0,0
226,237,48170,48860,0.112484336,0.0,0,0.0,0
227,235,48220,48820,0.42181617,0.0,0,0.0,0
228,235,48240,48820,1.1154702,0.31299,0,0.0,0
228,236,48240,48850,0.55304813,0.0,0,0.0,0
229,230,48250,48270,0.093737304,0.0,0,0.0,0
229,231,48250,48330,0.82488525,0.12589,0,0.0,0
230,231,48270,48330,0.73114794,0.03562,0,0.0,0
230,234,48270,48740,0.3936953,0.0,0,0.0,0
232,233,48720,48730,0.07498949,0.0,0,0.0,0
232,237,48720,48860,1.5372863,0.47817,0,0.0107,0
232,240,48720,48890,0.46868476,0.0,0,0.0,0
233,234,48730,48740,0.35620052,0.0,0,0.0,0
234,240,48740,48890,0.18747371,0.0,0,0.0,0
236,237,48850,48860,0.65615845,0.0,0,0.0,0
236,238,48850,48870,0.64678544,0.0,0,0.0,0
237,238,48860,48870,1.302944,0.39777,0,0.0002999999999999,0
237,239,48860,48880,1.4622968,0.45471,0,0.0049,0
237,240,48860,48890,2.005971,0.58934,1,0.7955,1
238,239,48870,48880,0.1593529,0.0,0,0.0,0
239,240,48880,48890,0.54367423,0.0,0,0.0,0
