metric,value
boundary_prob_correlation,0.7767664111083535
boundary_prob_mae,0.10435150159744408
abi_prob_vs_dissimilarity_corr,0.9061700674089934
dagarbayes_prob_vs_dissimilarity_corr,0.8754846183047543
median_boundary_count_abi,89.0
median_boundary_count_dagarbayes,52.0
median_boundary_overlap,50.0
median_boundary_jaccard,0.5494505494505495
