loss,val_loss
3.9607040882110596,3.908414363861084
3.009411573410034,2.7922589778900146
2.5678064823150635,2.7667055130004883
2.3661208152770996,2.0953121185302734
2.1036951541900635,2.098666191101074
1.9559348821640015,2.0049097537994385
1.8150886297225952,1.7582273483276367
1.6957379579544067,1.902076244354248
1.6096410751342773,1.6293426752090454
1.5144141912460327,1.6598881483078003
1.5035805702209473,1.5032353401184082
1.366645097732544,1.4555028676986694
1.299796462059021,1.78611159324646
1.2553271055221558,1.231247901916504
1.2133088111877441,1.1563915014266968
1.1483572721481323,1.6651512384414673
1.188758134841919,1.1364548206329346
1.0702701807022095,1.1181583404541016
1.0091179609298706,1.3638358116149902
0.9412188529968262,1.1426478624343872
0.8791683912277222,0.8781094551086426
0.8349921703338623,0.8651160597801208
0.7384968400001526,1.018913745880127
0.7394681572914124,0.8806982040405273
0.7412058115005493,1.01968514919281
0.6267438530921936,0.8407079577445984
0.5928964018821716,0.7894255518913269
0.5428579449653625,0.753890872001648
0.5082561373710632,0.788893461227417
0.51218181848526,0.972504734992981
0.4685980975627899,0.6870115995407104
0.41297367215156555,0.851117730140686
0.39984291791915894,0.700221061706543
0.35983899235725403,0.6907002925872803
0.30962517857551575,0.6446896195411682
0.29893216490745544,0.6872406601905823
0.27017128467559814,0.6845277547836304
0.26162123680114746,0.6835923790931702
0.2609406113624573,0.6662039756774902
0.25772392749786377,0.6698935031890869
